UWI;well_name;X;Y;MD;Z
314_100;100;354 727.390;6 470 017.860;10.000;-110.780
314_100;100;354 727.400;6 470 017.870;20.000;-100.780
314_100;100;354 727.410;6 470 017.880;30.000;-90.780
314_100;100;354 727.430;6 470 017.900;40.000;-80.780
314_100;100;354 727.460;6 470 017.930;50.000;-70.780
314_100;100;354 727.460;6 470 017.970;60.000;-60.780
314_100;100;354 727.450;6 470 018.000;70.000;-50.780
314_100;100;354 727.450;6 470 018.080;80.000;-40.780
314_100;100;354 727.510;6 470 018.220;90.000;-30.780
314_100;100;354 727.640;6 470 018.420;100.000;-20.780
314_100;100;354 727.870;6 470 018.700;110.000;-10.790
314_100;100;354 728.210;6 470 019.060;120.000;-0.800
314_100;100;354 728.690;6 470 019.510;130.000;9.170
314_100;100;354 729.350;6 470 020.060;140.000;19.140
314_100;100;354 730.190;6 470 020.700;150.000;29.080
314_100;100;354 731.180;6 470 021.430;160.000;39.010
314_100;100;354 732.340;6 470 022.220;170.000;48.910
314_100;100;354 733.660;6 470 023.060;180.000;58.780
314_100;100;354 735.180;6 470 023.970;190.000;68.630
314_100;100;354 736.910;6 470 024.980;200.000;78.420
314_100;100;354 738.830;6 470 026.110;210.000;88.170
314_100;100;354 740.960;6 470 027.360;220.000;97.860
314_100;100;354 743.300;6 470 028.710;230.000;107.490
314_100;100;354 745.810;6 470 030.120;240.000;117.070
314_100;100;354 748.370;6 470 031.570;250.000;126.620
314_100;100;354 750.930;6 470 033.010;260.000;136.180
314_100;100;354 753.470;6 470 034.470;270.000;145.740
314_100;100;354 755.990;6 470 035.920;280.000;155.310
314_100;100;354 758.490;6 470 037.300;290.000;164.900
314_100;100;354 760.970;6 470 038.610;300.000;174.500
314_100;100;354 763.440;6 470 039.900;310.000;184.100
314_100;100;354 765.880;6 470 041.160;320.000;193.710
314_100;100;354 768.280;6 470 042.410;330.000;203.340
314_100;100;354 770.690;6 470 043.660;340.000;212.970
314_100;100;354 773.130;6 470 044.950;350.000;222.580
314_100;100;354 775.590;6 470 046.290;360.000;232.180
314_100;100;354 778.070;6 470 047.650;370.000;241.770
314_100;100;354 780.510;6 470 049.060;380.000;251.360
314_100;100;354 782.900;6 470 050.460;390.000;260.970
314_100;100;354 785.310;6 470 051.850;400.000;270.580
314_100;100;354 787.750;6 470 053.200;410.000;280.180
314_100;100;354 790.200;6 470 054.490;420.000;289.790
314_100;100;354 792.620;6 470 055.780;430.000;299.410
314_100;100;354 794.990;6 470 057.060;440.000;309.040
314_100;100;354 797.330;6 470 058.350;450.000;318.670
314_100;100;354 799.690;6 470 059.680;460.000;328.300
314_100;100;354 802.070;6 470 061.030;470.000;337.920
314_100;100;354 804.470;6 470 062.380;480.000;347.530
314_100;100;354 806.880;6 470 063.710;490.000;357.140
314_100;100;354 809.320;6 470 065.030;500.000;366.750
314_100;100;354 811.770;6 470 066.330;510.000;376.360
314_100;100;354 814.250;6 470 067.590;520.000;385.970
314_100;100;354 816.740;6 470 068.850;530.000;395.570
314_100;100;354 819.210;6 470 070.160;540.000;405.170
314_100;100;354 821.660;6 470 071.490;550.000;414.770
314_100;100;354 824.100;6 470 072.780;560.000;424.380
314_100;100;354 826.520;6 470 074.030;570.000;434.010
314_100;100;354 828.880;6 470 075.260;580.000;443.640
314_100;100;354 831.250;6 470 076.510;590.000;453.280
314_100;100;354 833.630;6 470 077.830;600.000;462.900
314_100;100;354 836.040;6 470 079.220;610.000;472.510
314_100;100;354 838.460;6 470 080.640;620.000;482.100
314_100;100;354 840.880;6 470 082.090;630.000;491.700
314_100;100;354 843.290;6 470 083.530;640.000;501.300
314_100;100;354 845.740;6 470 084.940;650.000;510.890
314_100;100;354 848.250;6 470 086.300;660.000;520.470
314_100;100;354 850.800;6 470 087.600;670.000;530.050
314_100;100;354 853.350;6 470 088.860;680.000;539.640
314_100;100;354 855.870;6 470 090.110;690.000;549.240
314_100;100;354 858.360;6 470 091.350;700.000;558.840
314_100;100;354 860.830;6 470 092.580;710.000;568.460
314_100;100;354 863.280;6 470 093.790;720.000;578.070
314_100;100;354 865.710;6 470 095.000;730.000;587.700
314_100;100;354 868.120;6 470 096.200;740.000;597.330
314_100;100;354 870.520;6 470 097.390;750.000;606.960
314_100;100;354 872.920;6 470 098.610;760.000;616.590
314_100;100;354 875.340;6 470 099.870;770.000;626.210
314_100;100;354 877.820;6 470 101.130;780.000;635.820
314_100;100;354 880.340;6 470 102.400;790.000;645.410
314_100;100;354 882.860;6 470 103.740;800.000;655.000
314_100;100;354 885.390;6 470 105.110;810.000;664.570
314_100;100;354 887.940;6 470 106.520;820.000;674.140
314_100;100;354 890.500;6 470 107.970;830.000;683.700
314_100;100;354 893.080;6 470 109.450;840.000;693.250
314_100;100;354 895.650;6 470 110.950;850.000;702.790
314_100;100;354 898.200;6 470 112.450;860.000;712.350
314_100;100;354 900.750;6 470 113.950;870.000;721.900
314_100;100;354 903.300;6 470 115.480;880.000;731.450
314_100;100;354 905.840;6 470 117.000;890.000;741.000
314_100;100;354 908.390;6 470 118.490;900.000;750.550
314_100;100;354 910.920;6 470 119.980;910.000;760.110
314_100;100;354 913.450;6 470 121.440;920.000;769.680
314_100;100;354 916.000;6 470 122.900;930.000;779.230
314_100;100;354 918.570;6 470 124.380;940.000;788.780
314_100;100;354 921.130;6 470 125.830;950.000;798.340
314_100;100;354 923.650;6 470 127.250;960.000;807.910
314_100;100;354 926.070;6 470 128.640;970.000;817.520
314_100;100;354 928.400;6 470 130.040;980.000;827.140
314_100;100;354 930.710;6 470 131.450;990.000;836.770
314_100;100;354 933.010;6 470 132.880;1 000.000;846.390
314_100;100;354 935.310;6 470 134.370;1 010.000;856.010
314_100;100;354 937.560;6 470 135.860;1 020.000;865.640
314_100;100;354 939.740;6 470 137.270;1 030.000;875.300
314_100;100;354 941.840;6 470 138.620;1 040.000;884.980
314_100;100;354 943.850;6 470 139.950;1 050.000;894.690
314_100;100;354 945.780;6 470 141.250;1 060.000;904.410
314_100;100;354 947.660;6 470 142.540;1 070.000;914.150
314_100;100;354 949.500;6 470 143.830;1 080.000;923.890
314_100;100;354 951.330;6 470 145.100;1 090.000;933.640
314_100;100;354 953.160;6 470 146.310;1 100.000;943.400
314_100;100;354 954.960;6 470 147.430;1 110.000;953.170
314_100;100;354 956.740;6 470 148.500;1 120.000;962.950
314_100;100;354 958.500;6 470 149.530;1 130.000;972.740
314_100;100;354 960.270;6 470 150.570;1 140.000;982.530
314_100;100;354 962.040;6 470 151.590;1 150.000;992.320
314_100;100;354 963.800;6 470 152.560;1 160.000;1 002.110
314_100;100;354 965.550;6 470 153.510;1 170.000;1 011.910
314_100;100;354 967.270;6 470 154.440;1 180.000;1 021.720
314_100;100;354 968.900;6 470 155.340;1 190.000;1 031.550
314_100;100;354 970.430;6 470 156.200;1 200.000;1 041.390
314_100;100;354 971.900;6 470 157.030;1 210.000;1 051.250
314_100;100;354 973.310;6 470 157.830;1 220.000;1 061.110
314_100;100;354 974.680;6 470 158.580;1 230.000;1 070.990
314_100;100;354 976.020;6 470 159.310;1 240.000;1 080.870
314_100;100;354 977.350;6 470 160.030;1 250.000;1 090.760
314_100;100;354 978.630;6 470 160.710;1 260.000;1 100.650
314_100;100;354 979.840;6 470 161.330;1 270.000;1 110.560
314_100;100;354 980.970;6 470 161.910;1 280.000;1 120.480
314_100;100;354 982.070;6 470 162.450;1 290.000;1 130.400
314_100;100;354 983.160;6 470 163.000;1 300.000;1 140.330
314_100;100;354 984.260;6 470 163.550;1 310.000;1 150.250
314_100;100;354 985.320;6 470 164.110;1 320.000;1 160.180
314_100;100;354 986.350;6 470 164.640;1 330.000;1 170.110
314_100;100;354 987.350;6 470 165.150;1 340.000;1 180.050
314_100;100;354 988.330;6 470 165.650;1 350.000;1 189.990
314_100;100;354 989.270;6 470 166.130;1 360.000;1 199.930
314_100;100;354 990.170;6 470 166.630;1 370.000;1 209.880
314_100;100;354 991.020;6 470 167.160;1 380.000;1 219.830
314_100;100;354 991.800;6 470 167.690;1 390.000;1 229.790
314_100;100;354 992.530;6 470 168.220;1 400.000;1 239.750
314_100;100;354 993.170;6 470 168.730;1 410.000;1 249.710
314_100;100;354 993.720;6 470 169.230;1 420.000;1 259.680
314_100;100;354 994.210;6 470 169.710;1 430.000;1 269.660
314_100;100;354 994.650;6 470 170.190;1 440.000;1 279.640
314_100;100;354 995.000;6 470 170.710;1 450.000;1 289.620
314_100;100;354 995.300;6 470 171.280;1 460.000;1 299.600
314_100;100;354 995.570;6 470 171.850;1 470.000;1 309.580
314_100;100;354 995.870;6 470 172.350;1 480.000;1 319.560
314_100;100;354 996.180;6 470 172.710;1 490.000;1 329.550
314_100;100;354 996.490;6 470 172.970;1 500.000;1 339.540
314_100;100;354 996.770;6 470 173.150;1 510.000;1 349.540
314_100;100;354 997.000;6 470 173.240;1 520.000;1 359.530
314_100;100;354 997.160;6 470 173.240;1 530.000;1 369.530
314_100;100;354 997.300;6 470 173.220;1 540.000;1 379.530
314_100;100;354 997.440;6 470 173.210;1 550.000;1 389.530
314_100;100;354 997.610;6 470 173.190;1 560.000;1 399.530
314_100;100;354 997.770;6 470 173.160;1 570.000;1 409.530
314_100;100;354 997.920;6 470 173.120;1 580.000;1 419.530
314_100;100;354 998.060;6 470 173.080;1 590.000;1 429.530
314_100;100;354 998.200;6 470 173.050;1 600.000;1 439.520
314_100;100;354 998.330;6 470 173.030;1 610.000;1 449.520
314_100;100;354 998.440;6 470 173.000;1 620.000;1 459.520
314_100;100;354 998.540;6 470 172.980;1 630.000;1 469.520
314_100;100;354 998.650;6 470 172.960;1 640.000;1 479.520
314_100;100;354 998.770;6 470 172.940;1 650.000;1 489.520
314_100;100;354 998.900;6 470 172.910;1 660.000;1 499.520
314_100;100;354 999.030;6 470 172.870;1 670.000;1 509.520
314_100;100;354 999.170;6 470 172.820;1 680.000;1 519.520
314_100;100;354 999.290;6 470 172.770;1 690.000;1 529.520
314_100;100;354 999.410;6 470 172.740;1 700.000;1 539.520
314_100;100;354 999.510;6 470 172.730;1 710.000;1 549.520
314_100;100;354 999.610;6 470 172.730;1 720.000;1 559.520
314_100;100;354 999.730;6 470 172.740;1 730.000;1 569.520
314_100;100;354 999.850;6 470 172.760;1 740.000;1 579.510
314_100;100;354 999.970;6 470 172.750;1 750.000;1 589.510
314_100;100;355 000.110;6 470 172.750;1 760.000;1 599.510
314_100;100;355 000.260;6 470 172.770;1 770.000;1 609.510
314_100;100;355 000.410;6 470 172.810;1 780.000;1 619.510
314_100;100;355 000.560;6 470 172.850;1 790.000;1 629.510
314_100;100;355 000.710;6 470 172.900;1 800.000;1 639.510
314_100;100;355 000.870;6 470 172.960;1 810.000;1 649.510
314_100;100;355 001.020;6 470 173.020;1 820.000;1 659.510
314_100;100;355 001.160;6 470 173.080;1 830.000;1 669.500
314_100;100;355 001.300;6 470 173.140;1 840.000;1 679.500
314_100;100;355 001.450;6 470 173.200;1 850.000;1 689.500
314_100;100;355 001.590;6 470 173.270;1 860.000;1 699.500
314_100;100;355 001.740;6 470 173.330;1 870.000;1 709.500
314_100;100;355 001.890;6 470 173.400;1 880.000;1 719.500
314_100;100;355 002.050;6 470 173.460;1 890.000;1 729.500
314_100;100;355 002.220;6 470 173.530;1 900.000;1 739.490
314_100;100;355 002.400;6 470 173.590;1 910.000;1 749.490
314_100;100;355 002.590;6 470 173.650;1 920.000;1 759.490
314_100;100;355 002.790;6 470 173.710;1 930.000;1 769.490
314_100;100;355 002.980;6 470 173.780;1 940.000;1 779.490
314_100;100;355 003.170;6 470 173.850;1 950.000;1 789.480
314_100;100;355 003.360;6 470 173.930;1 960.000;1 799.480
314_100;100;355 003.550;6 470 174.010;1 970.000;1 809.480
314_100;100;355 003.740;6 470 174.090;1 980.000;1 819.480
314_100;100;355 003.930;6 470 174.180;1 990.000;1 829.480
314_100;100;355 004.090;6 470 174.240;2 000.000;1 839.470
314_100;100;355 004.220;6 470 174.250;2 010.000;1 849.470
314_100;100;355 004.310;6 470 174.220;2 020.000;1 859.470
314_100;100;355 004.380;6 470 174.150;2 030.000;1 869.470
314_100;100;355 004.430;6 470 174.060;2 040.000;1 879.470
314_100;100;355 004.480;6 470 173.970;2 050.000;1 889.470
314_100;100;355 004.520;6 470 173.870;2 060.000;1 899.470
314_100;100;355 004.560;6 470 173.780;2 070.000;1 909.470
314_100;100;355 004.600;6 470 173.690;2 080.000;1 919.470
314_100;100;355 004.640;6 470 173.590;2 090.000;1 929.470
314_100;100;355 004.690;6 470 173.480;2 100.000;1 939.470
314_100;100;355 004.740;6 470 173.360;2 110.000;1 949.470
314_100;100;355 004.790;6 470 173.230;2 120.000;1 959.470
314_100;100;355 004.840;6 470 173.110;2 130.000;1 969.470
314_100;100;355 004.880;6 470 173.000;2 140.000;1 979.470
314_100;100;355 004.910;6 470 172.900;2 150.000;1 989.460
314_100;100;355 004.950;6 470 172.800;2 160.000;1 999.460
314_100;100;355 004.990;6 470 172.700;2 170.000;2 009.460
314_100;100;355 005.040;6 470 172.600;2 180.000;2 019.460
314_100;100;355 005.090;6 470 172.500;2 190.000;2 029.460
314_100;100;355 005.140;6 470 172.400;2 200.000;2 039.460
314_100;100;355 005.200;6 470 172.290;2 210.000;2 049.460
314_100;100;355 005.260;6 470 172.190;2 220.000;2 059.460
314_100;100;355 005.330;6 470 172.090;2 230.000;2 069.460
314_100;100;355 005.410;6 470 171.990;2 240.000;2 079.460
314_100;100;355 005.490;6 470 171.890;2 250.000;2 089.460
314_100;100;355 005.580;6 470 171.790;2 260.000;2 099.460
314_100;100;355 005.660;6 470 171.690;2 270.000;2 109.460
314_100;100;355 005.730;6 470 171.590;2 280.000;2 119.460
314_100;100;355 005.810;6 470 171.500;2 290.000;2 129.450
314_100;100;355 005.910;6 470 171.400;2 300.000;2 139.450
314_100;100;355 006.020;6 470 171.310;2 310.000;2 149.450
314_100;100;355 006.150;6 470 171.230;2 320.000;2 159.450
314_100;100;355 006.290;6 470 171.140;2 330.000;2 169.450
314_100;100;355 006.440;6 470 171.060;2 340.000;2 179.450
314_100;100;355 006.600;6 470 170.980;2 350.000;2 189.450
314_100;100;355 006.770;6 470 170.910;2 360.000;2 199.450
314_100;100;355 006.940;6 470 170.830;2 370.000;2 209.440
314_100;100;355 007.120;6 470 170.760;2 380.000;2 219.440
314_100;100;355 007.300;6 470 170.690;2 390.000;2 229.440
314_100;100;355 007.490;6 470 170.620;2 400.000;2 239.440
314_100;100;355 007.670;6 470 170.560;2 410.000;2 249.440
314_100;100;355 007.840;6 470 170.520;2 420.000;2 259.430
314_100;100;355 008.000;6 470 170.490;2 430.000;2 269.430
314_100;100;355 008.150;6 470 170.470;2 440.000;2 279.430
314_100;100;355 008.300;6 470 170.450;2 450.000;2 289.430
314_100;100;355 008.440;6 470 170.420;2 460.000;2 299.430
314_100;100;355 008.580;6 470 170.400;2 470.000;2 309.430
314_100;100;355 008.720;6 470 170.370;2 480.000;2 319.430
314_100;100;355 008.850;6 470 170.360;2 490.000;2 329.430
314_100;100;355 008.990;6 470 170.350;2 500.000;2 339.430
314_100;100;355 009.120;6 470 170.340;2 510.000;2 349.430
314_100;100;355 009.240;6 470 170.350;2 520.000;2 359.420
314_100;100;355 009.370;6 470 170.360;2 530.000;2 369.420
314_100;100;355 009.480;6 470 170.380;2 540.000;2 379.420
314_100;100;355 009.600;6 470 170.400;2 550.000;2 389.420
314_100;100;355 009.710;6 470 170.430;2 560.000;2 399.420
314_100;100;355 009.810;6 470 170.460;2 570.000;2 409.420
314_100;100;355 009.900;6 470 170.490;2 580.000;2 419.420
314_100;100;355 009.980;6 470 170.520;2 590.000;2 429.420
314_100;100;355 010.060;6 470 170.550;2 600.000;2 439.420
314_100;100;355 010.140;6 470 170.580;2 610.000;2 449.420
314_100;100;355 010.220;6 470 170.600;2 620.000;2 459.420
314_100;100;355 010.310;6 470 170.630;2 630.000;2 469.420
314_100;100;355 010.390;6 470 170.660;2 640.000;2 479.420
314_100;100;355 010.480;6 470 170.690;2 650.000;2 489.420
314_100;100;355 010.560;6 470 170.710;2 660.000;2 499.420
314_100;100;355 010.650;6 470 170.740;2 670.000;2 509.420
314_100;100;355 010.750;6 470 170.780;2 680.000;2 519.420
314_100;100;355 010.850;6 470 170.810;2 690.000;2 529.420
314_100;100;355 010.950;6 470 170.850;2 700.000;2 539.420
314_100;100;355 011.060;6 470 170.890;2 710.000;2 549.410
314_100;100;355 011.160;6 470 170.930;2 720.000;2 559.410
314_100;100;355 011.280;6 470 170.970;2 730.000;2 569.410
314_100;100;355 011.390;6 470 171.010;2 740.000;2 579.410
314_100;100;355 011.510;6 470 171.060;2 750.000;2 589.410
314_100;100;355 011.630;6 470 171.110;2 760.000;2 599.410
314_100;100;355 011.640;6 470 171.110;2 761.000;2 600.410
314_101;101;354 708.150;6 470 100.110;10.000;-110.780
314_101;101;354 708.110;6 470 100.110;20.000;-100.780
314_101;101;354 708.050;6 470 100.110;30.000;-90.780
314_101;101;354 707.960;6 470 100.120;40.000;-80.780
314_101;101;354 707.840;6 470 100.120;50.000;-70.780
314_101;101;354 707.800;6 470 100.120;53.000;-67.780
314_101;101;354 707.680;6 470 100.120;60.000;-60.780
314_101;101;354 707.460;6 470 100.130;70.000;-50.790
314_101;101;354 707.260;6 470 100.140;77.000;-43.790
314_101;101;354 707.160;6 470 100.150;80.000;-40.790
314_101;101;354 706.780;6 470 100.180;90.000;-30.800
314_101;101;354 706.340;6 470 100.250;100.000;-20.810
314_101;101;354 706.240;6 470 100.270;102.000;-18.810
314_101;101;354 705.820;6 470 100.370;110.000;-10.820
314_101;101;354 705.250;6 470 100.510;120.000;-0.840
314_101;101;354 704.880;6 470 100.630;126.000;5.150
314_101;101;354 704.540;6 470 100.730;131.000;10.140
314_101;101;354 703.870;6 470 100.940;140.000;19.110
314_101;101;354 703.120;6 470 101.220;150.000;29.080
314_101;101;354 702.370;6 470 101.530;160.000;39.040
314_101;101;354 702.140;6 470 101.630;163.000;42.030
314_101;101;354 701.590;6 470 101.870;170.000;49.010
314_101;101;354 700.750;6 470 102.190;180.000;58.970
314_101;101;354 699.930;6 470 102.440;189.000;67.930
314_101;101;354 698.870;6 470 102.840;200.000;78.870
314_101;101;354 697.890;6 470 103.400;210.000;88.800
314_101;101;354 697.500;6 470 103.690;214.000;92.770
314_101;101;354 696.920;6 470 104.160;220.000;98.730
314_101;101;354 695.910;6 470 105.010;230.000;108.640
314_101;101;354 695.060;6 470 105.750;238.000;116.560
314_101;101;354 694.850;6 470 105.950;240.000;118.540
314_101;101;354 693.780;6 470 107.000;250.000;128.430
314_101;101;354 692.750;6 470 108.190;260.000;138.300
314_101;101;354 692.450;6 470 108.570;263.000;141.260
314_101;101;354 691.780;6 470 109.520;270.000;148.160
314_101;101;354 690.890;6 470 111.020;280.000;158.010
314_101;101;354 690.430;6 470 112.000;286.000;163.910
314_101;101;354 690.140;6 470 112.690;290.000;167.840
314_101;101;354 689.460;6 470 114.450;300.000;177.660
314_101;101;354 688.860;6 470 116.310;310.000;187.470
314_101;101;354 688.750;6 470 116.690;312.000;189.430
314_101;101;354 688.350;6 470 118.270;320.000;197.260
314_101;101;354 687.910;6 470 120.370;330.000;207.030
314_101;101;354 687.650;6 470 121.920;337.000;213.850
314_101;101;354 687.550;6 470 122.610;340.000;216.770
314_101;101;354 687.230;6 470 125.020;350.000;226.470
314_101;101;354 686.930;6 470 127.900;361.000;237.080
314_101;101;354 686.720;6 470 130.440;370.000;245.710
314_101;101;354 686.510;6 470 133.430;380.000;255.250
314_101;101;354 686.400;6 470 135.320;386.000;260.950
314_101;101;354 686.320;6 470 136.610;390.000;264.730
314_101;101;354 686.150;6 470 139.940;400.000;274.160
314_101;101;354 686.020;6 470 143.780;411.000;284.470
314_101;101;354 685.940;6 470 147.040;420.000;292.850
314_101;101;354 685.880;6 470 150.790;430.000;302.130
314_101;101;354 685.870;6 470 152.710;435.000;306.740
314_101;101;354 685.870;6 470 154.670;440.000;311.340
314_101;101;354 685.950;6 470 158.750;450.000;320.470
314_101;101;354 686.100;6 470 163.030;460.000;329.510
314_101;101;354 686.300;6 470 167.510;470.000;338.450
314_101;101;354 686.510;6 470 172.190;480.000;347.280
314_101;101;354 686.600;6 470 174.120;484.000;350.780
314_101;101;354 686.730;6 470 177.070;490.000;356.010
314_101;101;354 686.920;6 470 182.120;500.000;364.640
314_101;101;354 687.010;6 470 186.820;509.000;372.310
314_101;101;354 687.010;6 470 187.350;510.000;373.160
314_101;101;354 687.070;6 470 192.780;520.000;381.560
314_101;101;354 687.070;6 470 198.430;530.000;389.810
314_101;101;354 687.060;6 470 200.740;534.000;393.070
314_101;101;354 687.000;6 470 204.270;540.000;397.920
314_101;101;354 686.800;6 470 210.270;550.000;405.920
314_101;101;354 686.550;6 470 215.180;558.000;412.230
314_101;101;354 686.480;6 470 216.410;560.000;413.800
314_101;101;354 686.100;6 470 222.610;570.000;421.650
314_101;101;354 685.680;6 470 228.810;580.000;429.480
314_101;101;354 685.540;6 470 230.670;583.000;431.830
314_101;101;354 685.200;6 470 235.020;590.000;437.300
314_101;101;354 684.660;6 470 241.240;600.000;445.110
314_101;101;354 684.250;6 470 245.610;607.000;450.570
314_101;101;354 684.070;6 470 247.480;610.000;452.910
314_101;101;354 683.430;6 470 253.690;620.000;460.720
314_101;101;354 682.730;6 470 259.860;630.000;468.550
314_101;101;354 682.600;6 470 261.100;632.000;470.120
314_101;101;354 682.040;6 470 266.020;640.000;476.400
314_101;101;354 681.290;6 470 272.180;650.000;484.250
314_101;101;354 680.810;6 470 275.860;656.000;488.960
314_101;101;354 680.490;6 470 278.320;660.000;492.100
314_101;101;354 679.750;6 470 284.450;670.000;499.960
314_101;101;354 679.050;6 470 291.190;681.000;508.630
314_101;101;354 678.580;6 470 296.700;690.000;515.730
314_101;101;354 678.150;6 470 302.860;700.000;523.600
314_101;101;354 677.930;6 470 306.560;706.000;528.320
314_101;101;354 677.790;6 470 309.030;710.000;531.460
314_101;101;354 677.360;6 470 315.200;720.000;539.320
314_101;101;354 676.890;6 470 321.360;730.000;547.180
314_101;101;354 676.410;6 470 327.510;740.000;555.050
314_101;101;354 675.940;6 470 333.620;750.000;562.950
314_101;101;354 675.700;6 470 336.660;755.000;566.920
314_101;101;354 675.470;6 470 339.700;760.000;570.880
314_101;101;354 675.000;6 470 345.810;770.000;578.780
314_101;101;354 674.570;6 470 351.340;779.000;585.870
314_101;101;354 674.050;6 470 358.120;790.000;594.510
314_101;101;354 673.620;6 470 364.290;800.000;602.370
314_101;101;354 673.480;6 470 366.760;804.000;605.510
314_101;101;354 673.250;6 470 370.460;810.000;610.230
314_101;101;354 672.830;6 470 376.650;820.000;618.080
314_101;101;354 672.450;6 470 381.600;828.000;624.350
314_101;101;354 672.350;6 470 382.840;830.000;625.920
314_101;101;354 671.870;6 470 389.040;840.000;633.750
314_101;101;354 671.450;6 470 395.260;850.000;641.560
314_101;101;354 671.330;6 470 397.140;853.000;643.900
314_101;101;354 671.070;6 470 401.510;860.000;649.360
314_101;101;354 670.640;6 470 407.750;870.000;657.160
314_101;101;354 670.310;6 470 412.120;877.000;662.620
314_101;101;354 670.160;6 470 414.000;880.000;664.960
314_101;101;354 669.680;6 470 420.240;890.000;672.750
314_101;101;354 669.200;6 470 426.490;900.000;680.540
314_101;101;354 669.100;6 470 427.740;902.000;682.100
314_101;101;354 668.710;6 470 432.740;910.000;688.340
314_101;101;354 668.290;6 470 438.980;920.000;696.140
314_101;101;354 668.020;6 470 443.350;927.000;701.600
314_101;101;354 667.910;6 470 445.220;930.000;703.940
314_101;101;354 667.490;6 470 451.400;940.000;711.790
314_101;101;354 666.970;6 470 458.120;951.000;720.490
314_101;101;354 666.550;6 470 463.590;960.000;727.630
314_101;101;354 666.030;6 470 469.650;970.000;735.560
314_101;101;354 665.680;6 470 473.290;976.000;740.320
314_101;101;354 665.450;6 470 475.710;980.000;743.490
314_101;101;354 664.820;6 470 481.810;990.000;751.400
314_101;101;354 664.130;6 470 487.930;1 000.000;759.270
314_101;101;354 663.490;6 470 494.070;1 010.000;767.140
314_101;101;354 662.970;6 470 500.180;1 020.000;775.040
314_101;101;354 662.730;6 470 503.230;1 025.000;779.000
314_101;101;354 662.500;6 470 506.260;1 030.000;782.960
314_101;101;354 662.030;6 470 512.310;1 040.000;790.910
314_101;101;354 661.560;6 470 518.330;1 050.000;798.880
314_101;101;354 661.100;6 470 524.340;1 060.000;806.860
314_101;101;354 660.690;6 470 530.370;1 070.000;814.830
314_101;101;354 660.540;6 470 532.790;1 074.000;818.010
314_101;101;354 660.320;6 470 536.410;1 080.000;822.790
314_101;101;354 660.020;6 470 542.400;1 090.000;830.790
314_101;101;354 659.790;6 470 547.750;1 099.000;838.030
314_101;101;354 659.520;6 470 554.280;1 110.000;846.870
314_101;101;354 659.210;6 470 560.270;1 120.000;854.880
314_101;101;354 659.100;6 470 562.070;1 123.000;857.270
314_101;101;354 658.850;6 470 566.290;1 130.000;862.850
314_101;101;354 658.490;6 470 572.360;1 140.000;870.790
314_101;101;354 658.200;6 470 577.230;1 148.000;877.130
314_101;101;354 658.130;6 470 578.450;1 150.000;878.710
314_101;101;354 657.710;6 470 584.570;1 160.000;886.610
314_101;101;354 657.230;6 470 590.700;1 170.000;894.490
314_101;101;354 657.140;6 470 591.930;1 172.000;896.070
314_101;101;354 656.760;6 470 596.840;1 180.000;902.380
314_101;101;354 656.340;6 470 602.910;1 190.000;910.310
314_101;101;354 656.090;6 470 607.140;1 197.000;915.890
314_101;101;354 655.980;6 470 608.940;1 200.000;918.280
314_101;101;354 655.670;6 470 614.950;1 210.000;926.270
314_101;101;354 655.420;6 470 620.970;1 220.000;934.250
314_101;101;354 655.370;6 470 622.180;1 222.000;935.840
314_101;101;354 655.160;6 470 627.010;1 230.000;942.210
314_101;101;354 654.860;6 470 633.070;1 240.000;950.160
314_101;101;354 654.640;6 470 636.720;1 246.000;954.920
314_101;101;354 654.490;6 470 639.160;1 250.000;958.090
314_101;101;354 654.130;6 470 645.220;1 260.000;966.030
314_101;101;354 654.060;6 470 646.430;1 262.000;967.620
314_101;101;354 653.770;6 470 651.290;1 270.000;973.980
314_101;101;354 653.620;6 470 653.720;1 274.000;977.150
314_101;101;354 653.400;6 470 657.370;1 280.000;981.900
314_101;101;354 652.990;6 470 663.470;1 290.000;989.820
314_101;101;354 652.560;6 470 668.950;1 299.000;996.940
314_101;101;354 652.100;6 470 675.670;1 310.000;1 005.640
314_101;101;354 651.790;6 470 681.790;1 320.000;1 013.540
314_101;101;354 651.710;6 470 683.640;1 323.000;1 015.910
314_101;101;354 651.530;6 470 687.930;1 330.000;1 021.430
314_101;101;354 651.320;6 470 694.060;1 340.000;1 029.330
314_101;101;354 651.200;6 470 698.970;1 348.000;1 035.650
314_101;101;354 651.170;6 470 700.190;1 350.000;1 037.230
314_101;101;354 650.970;6 470 706.300;1 360.000;1 045.140
314_101;101;354 650.710;6 470 712.370;1 370.000;1 053.080
314_101;101;354 650.660;6 470 713.580;1 372.000;1 054.670
314_101;101;354 650.460;6 470 718.420;1 380.000;1 061.040
314_101;101;354 650.250;6 470 724.470;1 390.000;1 069.000
314_101;101;354 650.150;6 470 728.710;1 397.000;1 074.570
314_101;101;354 650.100;6 470 730.520;1 400.000;1 076.960
314_101;101;354 649.950;6 470 736.580;1 410.000;1 084.920
314_101;101;354 649.800;6 470 742.650;1 420.000;1 092.860
314_101;101;354 649.770;6 470 743.870;1 422.000;1 094.450
314_101;101;354 649.650;6 470 748.750;1 430.000;1 100.790
314_101;101;354 649.500;6 470 754.850;1 440.000;1 108.710
314_101;101;354 649.410;6 470 758.530;1 446.000;1 113.450
314_101;101;354 649.350;6 470 760.980;1 450.000;1 116.610
