UWI;well_name;X;Y;MD;Z
314_243;243;348 917.500;6 462 647.640;2 590.000;1 959.220
314_243;243;348 913.690;6 462 642.310;2 600.000;1 966.770
314_243;243;348 909.860;6 462 637.060;2 610.000;1 974.370
314_243;243;348 906.020;6 462 631.890;2 620.000;1 982.020
314_243;243;348 902.200;6 462 626.740;2 630.000;1 989.700
314_243;243;348 898.360;6 462 621.570;2 640.000;1 997.350
314_243;243;348 894.520;6 462 616.390;2 650.000;2 004.990
314_243;243;348 890.680;6 462 611.210;2 660.000;2 012.640
314_243;243;348 886.880;6 462 606.010;2 670.000;2 020.280
314_243;243;348 883.130;6 462 600.760;2 680.000;2 027.930
314_243;243;348 879.420;6 462 595.480;2 690.000;2 035.560
314_243;243;348 875.730;6 462 590.130;2 700.000;2 043.170
314_243;243;348 872.010;6 462 584.730;2 710.000;2 050.710
314_243;243;348 868.190;6 462 579.300;2 720.000;2 058.190
314_243;243;348 864.270;6 462 573.900;2 730.000;2 065.640
314_243;243;348 860.240;6 462 568.580;2 740.000;2 073.090
314_243;243;348 856.190;6 462 563.310;2 750.000;2 080.560
314_243;243;348 852.180;6 462 558.100;2 760.000;2 088.090
314_243;243;348 848.160;6 462 552.970;2 770.000;2 095.680
314_243;243;348 844.140;6 462 547.930;2 780.000;2 103.320
314_243;243;348 840.150;6 462 542.930;2 790.000;2 111.000
314_243;243;348 836.190;6 462 537.970;2 800.000;2 118.740
314_243;243;348 832.290;6 462 533.070;2 810.000;2 126.530
314_243;243;348 828.440;6 462 528.250;2 820.000;2 134.400
314_243;243;348 824.670;6 462 523.530;2 830.000;2 142.370
314_243;243;348 821.030;6 462 518.870;2 840.000;2 150.440
314_243;243;348 817.490;6 462 514.280;2 850.000;2 158.590
314_243;243;348 814.050;6 462 509.730;2 860.000;2 166.800
314_243;243;348 810.730;6 462 505.250;2 870.000;2 175.100
314_243;243;348 807.490;6 462 500.880;2 880.000;2 183.490
314_243;243;348 804.340;6 462 496.640;2 890.000;2 191.980
314_243;243;348 801.280;6 462 492.520;2 900.000;2 200.560
314_243;243;348 798.250;6 462 488.510;2 910.000;2 209.210
314_243;243;348 795.240;6 462 484.600;2 920.000;2 217.910
314_243;243;348 792.290;6 462 480.690;2 930.000;2 226.630
314_243;243;348 789.380;6 462 476.770;2 940.000;2 235.350
314_243;243;348 786.480;6 462 472.870;2 950.000;2 244.090
314_243;243;348 783.630;6 462 468.950;2 960.000;2 252.840
314_243;243;348 780.830;6 462 465.040;2 970.000;2 261.610
314_243;243;348 778.050;6 462 461.160;2 980.000;2 270.390
314_243;243;348 775.300;6 462 457.310;2 990.000;2 279.210
314_243;243;348 772.580;6 462 453.510;3 000.000;2 288.040
314_243;243;348 769.880;6 462 449.730;3 010.000;2 296.900
314_243;243;348 767.240;6 462 445.980;3 020.000;2 305.790
314_243;243;348 764.660;6 462 442.230;3 030.000;2 314.690
314_243;243;348 762.100;6 462 438.530;3 040.000;2 323.620
314_243;243;348 759.580;6 462 434.870;3 050.000;2 332.580
314_243;243;348 757.110;6 462 431.220;3 060.000;2 341.560
314_243;243;348 754.620;6 462 427.530;3 070.000;2 350.510
314_243;243;348 751.980;6 462 423.770;3 080.000;2 359.390
314_243;243;348 749.220;6 462 419.990;3 090.000;2 368.230
314_243;243;348 746.400;6 462 416.250;3 100.000;2 377.070
314_243;243;348 743.540;6 462 412.540;3 110.000;2 385.900
314_243;243;348 740.690;6 462 408.840;3 120.000;2 394.740
314_243;243;348 737.850;6 462 405.140;3 130.000;2 403.590
314_243;243;348 735.010;6 462 401.450;3 140.000;2 412.440
314_243;243;348 732.230;6 462 397.770;3 150.000;2 421.310
314_243;243;348 729.490;6 462 394.090;3 160.000;2 430.200
314_243;243;348 726.800;6 462 390.390;3 170.000;2 439.090
314_243;243;348 724.160;6 462 386.630;3 180.000;2 447.970
314_243;243;348 721.530;6 462 382.810;3 190.000;2 456.830
314_243;243;348 718.860;6 462 378.950;3 200.000;2 465.660
314_243;243;348 716.220;6 462 375.050;3 210.000;2 474.490
314_243;243;348 713.670;6 462 371.120;3 220.000;2 483.320
314_243;243;348 711.180;6 462 367.230;3 230.000;2 492.190
314_243;243;348 708.820;6 462 363.470;3 240.000;2 501.150
314_243;243;348 706.700;6 462 359.880;3 250.000;2 510.240
314_243;243;348 704.800;6 462 356.470;3 260.000;2 519.440
314_243;243;348 703.040;6 462 353.240;3 270.000;2 528.740
314_243;243;348 701.340;6 462 350.040;3 280.000;2 538.060
314_243;243;348 699.160;6 462 345.860;3 293.000;2 550.180
314_243;243;348 698.030;6 462 343.700;3 300.000;2 556.740
314_243;243;348 696.520;6 462 340.830;3 310.000;2 566.200
314_243;243;348 695.150;6 462 338.200;3 320.000;2 575.750
314_243;243;348 693.910;6 462 335.830;3 330.000;2 585.390
314_243;243;348 692.810;6 462 333.710;3 340.000;2 595.100
314_243;243;348 691.830;6 462 331.850;3 350.000;2 604.870
314_243;243;348 690.990;6 462 330.240;3 360.000;2 614.710
314_243;243;348 690.260;6 462 328.840;3 370.000;2 624.580
314_243;243;348 689.600;6 462 327.510;3 380.000;2 634.470
314_243;243;348 689.470;6 462 327.250;3 382.000;2 636.450
314_244;244;349 773.200;6 463 650.640;10.000;-105.410
314_244;244;349 773.200;6 463 650.640;20.000;-95.410
314_244;244;349 773.200;6 463 650.740;30.000;-85.410
314_244;244;349 773.300;6 463 650.740;40.000;-75.410
314_244;244;349 773.300;6 463 650.740;50.000;-65.410
314_244;244;349 773.400;6 463 650.840;60.000;-55.410
314_244;244;349 773.500;6 463 650.840;70.000;-45.410
314_244;244;349 773.600;6 463 650.840;80.000;-35.410
314_244;244;349 773.700;6 463 650.840;90.000;-25.410
314_244;244;349 773.800;6 463 650.840;100.000;-15.410
314_244;244;349 773.900;6 463 650.840;110.000;-5.410
314_244;244;349 774.000;6 463 650.940;120.000;4.590
314_244;244;349 774.100;6 463 650.940;130.000;14.590
314_244;244;349 774.200;6 463 651.040;140.000;24.580
314_244;244;349 774.300;6 463 651.040;150.000;34.580
314_244;244;349 774.500;6 463 651.040;160.000;44.580
314_244;244;349 774.600;6 463 651.140;170.000;54.580
314_244;244;349 774.800;6 463 651.140;180.000;64.580
314_244;244;349 774.900;6 463 651.240;190.000;74.580
314_244;244;349 775.100;6 463 651.240;200.000;84.580
314_244;244;349 775.200;6 463 651.240;210.000;94.580
314_244;244;349 775.400;6 463 651.240;220.000;104.570
314_244;244;349 775.700;6 463 651.140;230.000;114.570
314_244;244;349 776.100;6 463 650.940;240.000;124.560
314_244;244;349 776.600;6 463 650.540;250.000;134.540
314_244;244;349 777.200;6 463 649.940;260.000;144.510
314_244;244;349 777.900;6 463 649.240;270.000;154.460
314_244;244;349 778.700;6 463 648.440;280.000;164.390
314_244;244;349 779.500;6 463 647.440;290.000;174.310
314_244;244;349 780.300;6 463 646.340;300.000;184.210
314_244;244;349 781.200;6 463 645.140;310.000;194.100
314_244;244;349 782.100;6 463 643.740;320.000;203.960
314_244;244;349 783.100;6 463 642.140;330.000;213.800
314_244;244;349 784.100;6 463 640.540;340.000;223.610
314_244;244;349 785.100;6 463 638.740;350.000;233.390
314_244;244;349 786.200;6 463 636.840;360.000;243.150
314_244;244;349 787.400;6 463 634.840;370.000;252.870
314_244;244;349 788.500;6 463 632.640;380.000;262.550
314_244;244;349 789.700;6 463 630.340;390.000;272.210
314_244;244;349 791.000;6 463 627.940;400.000;281.840
314_244;244;349 792.200;6 463 625.540;410.000;291.460
314_244;244;349 793.500;6 463 622.940;420.000;301.050
314_244;244;349 794.900;6 463 620.340;430.000;310.600
314_244;244;349 796.200;6 463 617.540;440.000;320.100
314_244;244;349 797.600;6 463 614.640;450.000;329.560
314_244;244;349 799.000;6 463 611.440;460.000;338.970
314_244;244;349 800.200;6 463 608.240;470.000;348.340
314_244;244;349 801.400;6 463 604.840;480.000;357.670
314_244;244;349 802.600;6 463 601.340;490.000;366.950
314_244;244;349 803.800;6 463 597.640;500.000;376.160
314_244;244;349 805.000;6 463 593.740;510.000;385.300
314_244;244;349 806.100;6 463 589.640;520.000;394.370
314_244;244;349 807.200;6 463 585.440;530.000;403.370
314_244;244;349 808.100;6 463 581.040;540.000;412.300
314_244;244;349 809.000;6 463 576.440;550.000;421.130
314_244;244;349 809.700;6 463 571.640;560.000;429.890
314_244;244;349 810.400;6 463 566.740;570.000;438.600
314_244;244;349 810.900;6 463 561.740;580.000;447.240
314_244;244;349 811.300;6 463 556.640;590.000;455.800
314_244;244;349 811.700;6 463 551.240;600.000;464.250
314_244;244;349 812.100;6 463 545.740;610.000;472.590
314_244;244;349 812.400;6 463 540.140;620.000;480.810
314_244;244;349 812.700;6 463 534.240;630.000;488.920
314_244;244;349 812.900;6 463 528.340;640.000;496.940
314_244;244;349 813.000;6 463 522.240;650.000;504.900
314_244;244;349 813.100;6 463 516.040;660.000;512.780
314_244;244;349 813.100;6 463 509.840;670.000;520.560
314_244;244;349 813.000;6 463 503.440;680.000;528.240
314_244;244;349 812.800;6 463 496.940;690.000;535.850
314_244;244;349 812.600;6 463 490.340;700.000;543.380
314_244;244;349 812.400;6 463 483.640;710.000;550.810
314_244;244;349 812.200;6 463 476.840;720.000;558.110
314_244;244;349 811.900;6 463 469.840;730.000;565.290
314_244;244;349 811.500;6 463 462.740;740.000;572.330
314_244;244;349 811.000;6 463 455.540;750.000;579.250
314_244;244;349 810.600;6 463 448.240;760.000;586.100
314_244;244;349 810.100;6 463 440.940;770.000;592.910
314_244;244;349 809.700;6 463 433.640;780.000;599.710
314_244;244;349 809.300;6 463 426.340;790.000;606.500
314_244;244;349 808.900;6 463 418.940;800.000;613.280
314_244;244;349 808.500;6 463 411.640;810.000;620.020
314_244;244;349 808.100;6 463 404.140;820.000;626.700
314_244;244;349 807.600;6 463 396.740;830.000;633.330
314_244;244;349 807.100;6 463 389.240;840.000;639.930
314_244;244;349 806.700;6 463 381.740;850.000;646.510
314_244;244;349 806.200;6 463 374.140;860.000;653.060
314_244;244;349 805.700;6 463 366.640;870.000;659.580
314_244;244;349 805.200;6 463 359.040;880.000;666.100
314_244;244;349 804.800;6 463 351.440;890.000;672.650
314_244;244;349 804.300;6 463 343.940;900.000;679.230
314_244;244;349 803.800;6 463 336.440;910.000;685.800
314_244;244;349 803.400;6 463 328.940;920.000;692.360
314_244;244;349 802.900;6 463 321.340;930.000;698.930
314_244;244;349 802.400;6 463 313.940;940.000;705.570
314_244;244;349 802.000;6 463 306.540;950.000;712.270
314_244;244;349 801.500;6 463 299.140;960.000;718.990
314_244;244;349 801.000;6 463 291.740;970.000;725.700
314_244;244;349 800.600;6 463 284.340;980.000;732.420
314_244;244;349 800.200;6 463 276.940;990.000;739.140
314_244;244;349 799.800;6 463 269.540;1 000.000;745.870
314_244;244;349 799.500;6 463 262.140;1 010.000;752.590
314_244;244;349 799.200;6 463 254.740;1 020.000;759.280
314_244;244;349 798.800;6 463 247.240;1 030.000;765.950
314_244;244;349 798.500;6 463 239.840;1 040.000;772.580
314_244;244;349 798.200;6 463 232.340;1 050.000;779.190
314_244;244;349 797.800;6 463 224.740;1 060.000;785.770
314_244;244;349 797.500;6 463 217.240;1 070.000;792.320
314_244;244;349 797.100;6 463 209.740;1 080.000;798.880
314_244;244;349 796.700;6 463 202.140;1 090.000;805.470
314_244;244;349 796.300;6 463 194.640;1 100.000;812.060
314_244;244;349 795.800;6 463 187.140;1 110.000;818.640
314_244;244;349 795.300;6 463 179.640;1 120.000;825.190
314_244;244;349 794.900;6 463 172.140;1 130.000;831.770
314_244;244;349 794.400;6 463 164.640;1 140.000;838.420
314_244;244;349 793.900;6 463 157.240;1 150.000;845.100
314_244;244;349 793.500;6 463 149.840;1 160.000;851.790
314_244;244;349 793.200;6 463 142.340;1 170.000;858.460
314_244;244;349 792.800;6 463 134.940;1 180.000;865.120
314_244;244;349 792.500;6 463 127.440;1 190.000;871.760
314_244;244;349 792.200;6 463 119.940;1 200.000;878.370
314_244;244;349 791.900;6 463 112.440;1 210.000;884.940
314_244;244;349 791.700;6 463 104.840;1 220.000;891.470
314_244;244;349 791.400;6 463 097.240;1 230.000;897.980
314_244;244;349 791.100;6 463 089.640;1 240.000;904.480
314_244;244;349 790.700;6 463 082.140;1 250.000;911.040
314_244;244;349 790.400;6 463 074.740;1 260.000;917.730
314_244;244;349 790.100;6 463 067.340;1 270.000;924.520
314_244;244;349 789.700;6 463 060.040;1 280.000;931.330
314_244;244;349 789.400;6 463 052.740;1 290.000;938.130
314_244;244;349 789.000;6 463 045.440;1 300.000;944.980
314_244;244;349 788.600;6 463 038.240;1 310.000;951.950
314_244;244;349 788.100;6 463 031.140;1 320.000;958.970
314_244;244;349 787.500;6 463 024.040;1 330.000;965.970
314_244;244;349 786.900;6 463 016.940;1 340.000;972.930
314_244;244;349 786.300;6 463 009.740;1 350.000;979.870
314_244;244;349 785.800;6 463 002.540;1 360.000;986.820
314_244;244;349 785.400;6 462 995.340;1 370.000;993.770
314_244;244;349 784.900;6 462 988.240;1 380.000;1 000.710
314_244;244;349 784.500;6 462 980.940;1 390.000;1 007.620
314_244;244;349 784.000;6 462 973.740;1 400.000;1 014.500
314_244;244;349 783.600;6 462 966.440;1 410.000;1 021.350
314_244;244;349 783.100;6 462 959.240;1 420.000;1 028.200
314_244;244;349 782.700;6 462 951.940;1 430.000;1 035.080
314_244;244;349 782.400;6 462 944.740;1 440.000;1 042.000
314_244;244;349 782.100;6 462 937.540;1 450.000;1 048.940
314_244;244;349 781.800;6 462 930.340;1 460.000;1 055.910
314_244;244;349 781.400;6 462 923.240;1 470.000;1 062.860
314_244;244;349 781.000;6 462 915.940;1 480.000;1 069.740
314_244;244;349 780.600;6 462 908.640;1 490.000;1 076.540
314_244;244;349 780.100;6 462 901.240;1 500.000;1 083.270
314_244;244;349 779.700;6 462 893.840;1 510.000;1 089.940
314_244;244;349 779.200;6 462 886.340;1 520.000;1 096.580
314_244;244;349 778.700;6 462 878.840;1 530.000;1 103.200
314_244;244;349 778.300;6 462 871.340;1 540.000;1 109.810
314_244;244;349 777.800;6 462 863.840;1 550.000;1 116.410
314_244;244;349 777.300;6 462 856.340;1 560.000;1 122.990
314_244;244;349 776.800;6 462 848.840;1 570.000;1 129.560
314_244;244;349 776.400;6 462 841.340;1 580.000;1 136.140
314_244;244;349 776.100;6 462 833.840;1 590.000;1 142.730
314_244;244;349 775.700;6 462 826.340;1 600.000;1 149.360
314_244;244;349 775.200;6 462 818.940;1 610.000;1 156.050
314_244;244;349 774.800;6 462 811.540;1 620.000;1 162.780
314_244;244;349 774.400;6 462 804.140;1 630.000;1 169.540
314_244;244;349 774.100;6 462 796.840;1 640.000;1 176.330
314_244;244;349 773.700;6 462 789.540;1 650.000;1 183.120
314_244;244;349 773.400;6 462 782.140;1 660.000;1 189.900
314_244;244;349 773.100;6 462 774.840;1 670.000;1 196.680
314_244;244;349 772.700;6 462 767.440;1 680.000;1 203.440
314_244;244;349 772.500;6 462 760.140;1 690.000;1 210.210
314_244;244;349 772.300;6 462 752.740;1 700.000;1 217.010
314_244;244;349 772.100;6 462 745.440;1 710.000;1 223.830
314_244;244;349 771.900;6 462 738.140;1 720.000;1 230.650
314_244;244;349 771.700;6 462 730.840;1 730.000;1 237.480
314_244;244;349 771.500;6 462 723.540;1 740.000;1 244.300
314_244;244;349 771.200;6 462 716.240;1 750.000;1 251.120
314_244;244;349 771.000;6 462 708.940;1 760.000;1 257.940
314_244;244;349 770.800;6 462 701.640;1 770.000;1 264.790
314_244;244;349 770.600;6 462 694.440;1 780.000;1 271.670
314_244;244;349 770.300;6 462 687.140;1 790.000;1 278.590
314_244;244;349 769.900;6 462 680.040;1 800.000;1 285.540
314_244;244;349 769.600;6 462 672.840;1 810.000;1 292.490
314_244;244;349 769.300;6 462 665.540;1 820.000;1 299.390
314_244;244;349 769.000;6 462 658.240;1 830.000;1 306.220
314_244;244;349 768.600;6 462 650.940;1 840.000;1 313.010
314_244;244;349 768.300;6 462 643.640;1 850.000;1 319.810
314_244;244;349 768.000;6 462 636.340;1 860.000;1 326.630
314_244;244;349 767.600;6 462 629.040;1 870.000;1 333.470
314_244;244;349 767.400;6 462 621.740;1 880.000;1 340.320
314_244;244;349 767.200;6 462 614.440;1 890.000;1 347.150
314_244;244;349 767.000;6 462 607.140;1 900.000;1 353.940
314_244;244;349 766.800;6 462 599.740;1 910.000;1 360.690
314_244;244;349 766.500;6 462 592.340;1 920.000;1 367.400
314_244;244;349 766.200;6 462 584.940;1 930.000;1 374.080
314_244;244;349 765.800;6 462 577.440;1 940.000;1 380.720
314_244;244;349 765.400;6 462 569.940;1 950.000;1 387.340
314_244;244;349 765.000;6 462 562.440;1 960.000;1 393.950
314_244;244;349 764.500;6 462 554.940;1 970.000;1 400.560
314_244;244;349 764.000;6 462 547.440;1 980.000;1 407.180
314_244;244;349 763.600;6 462 540.040;1 990.000;1 413.800
314_244;244;349 763.300;6 462 532.540;2 000.000;1 420.400
314_244;244;349 762.900;6 462 524.940;2 010.000;1 426.990
314_244;244;349 762.600;6 462 517.440;2 020.000;1 433.530
314_244;244;349 762.300;6 462 509.840;2 030.000;1 440.040
314_244;244;349 761.900;6 462 502.240;2 040.000;1 446.580
314_244;244;349 761.500;6 462 494.740;2 050.000;1 453.160
314_244;244;349 761.000;6 462 487.240;2 060.000;1 459.790
314_244;244;349 760.600;6 462 479.840;2 070.000;1 466.470
314_244;244;349 760.100;6 462 472.440;2 080.000;1 473.190
314_244;244;349 759.700;6 462 465.040;2 090.000;1 479.910
314_244;244;349 759.200;6 462 457.640;2 100.000;1 486.620
314_244;244;349 758.700;6 462 450.240;2 110.000;1 493.340
314_244;244;349 758.200;6 462 442.940;2 120.000;1 500.090
314_244;244;349 757.600;6 462 435.540;2 130.000;1 506.850
314_244;244;349 757.000;6 462 428.240;2 140.000;1 513.640
314_244;244;349 756.400;6 462 420.940;2 150.000;1 520.430
314_244;244;349 755.900;6 462 413.640;2 160.000;1 527.210
314_244;244;349 755.300;6 462 406.240;2 170.000;1 533.990
314_244;244;349 754.900;6 462 398.940;2 180.000;1 540.760
314_244;244;349 754.300;6 462 391.640;2 190.000;1 547.520
314_244;244;349 753.800;6 462 384.240;2 200.000;1 554.270
314_244;244;349 753.200;6 462 376.840;2 210.000;1 561.010
314_244;244;349 752.600;6 462 369.540;2 220.000;1 567.730
314_244;244;349 752.000;6 462 362.140;2 230.000;1 574.430
314_244;244;349 751.400;6 462 354.740;2 240.000;1 581.130
314_244;244;349 750.700;6 462 347.340;2 250.000;1 587.830
314_244;244;349 750.000;6 462 339.940;2 260.000;1 594.580
314_244;244;349 749.200;6 462 332.640;2 270.000;1 601.380
314_244;244;349 748.400;6 462 325.440;2 280.000;1 608.230
314_244;244;349 747.600;6 462 318.240;2 290.000;1 615.100
314_244;244;349 746.800;6 462 311.040;2 300.000;1 621.980
314_244;244;349 746.100;6 462 303.740;2 310.000;1 628.860
314_244;244;349 745.400;6 462 296.540;2 320.000;1 635.730
314_244;244;349 744.800;6 462 289.340;2 330.000;1 642.610
314_244;244;349 744.200;6 462 282.140;2 340.000;1 649.510
314_244;244;349 743.600;6 462 274.940;2 350.000;1 656.440
314_244;244;349 743.000;6 462 267.740;2 360.000;1 663.370
314_244;244;349 742.400;6 462 260.540;2 370.000;1 670.290
314_244;244;349 741.900;6 462 253.340;2 380.000;1 677.210
314_244;244;349 741.500;6 462 246.140;2 390.000;1 684.130
314_244;244;349 741.000;6 462 238.940;2 400.000;1 691.060
314_244;244;349 740.600;6 462 231.740;2 410.000;1 698.000
314_244;244;349 740.200;6 462 224.540;2 420.000;1 704.950
314_244;244;349 739.900;6 462 217.340;2 430.000;1 711.900
314_244;244;349 739.500;6 462 210.140;2 440.000;1 718.830
314_244;244;349 739.200;6 462 202.940;2 450.000;1 725.750
314_244;244;349 738.900;6 462 195.740;2 460.000;1 732.640
314_244;244;349 738.600;6 462 188.440;2 470.000;1 739.530
314_244;244;349 738.500;6 462 181.240;2 480.000;1 746.420
314_244;244;349 738.400;6 462 174.040;2 490.000;1 753.350
314_244;244;349 738.300;6 462 166.840;2 500.000;1 760.280
314_244;244;349 738.300;6 462 159.540;2 510.000;1 767.170
314_244;244;349 738.200;6 462 152.240;2 520.000;1 774.020
314_244;244;349 738.100;6 462 144.940;2 530.000;1 780.840
314_244;244;349 737.900;6 462 137.640;2 540.000;1 787.640
314_244;244;349 737.700;6 462 130.340;2 550.000;1 794.430
314_244;244;349 737.500;6 462 122.940;2 560.000;1 801.230
314_244;244;349 737.400;6 462 115.640;2 570.000;1 808.030
314_244;244;349 737.400;6 462 108.340;2 580.000;1 814.810
314_244;244;349 737.400;6 462 100.940;2 590.000;1 821.550
314_244;244;349 737.400;6 462 093.540;2 600.000;1 828.290
314_244;244;349 737.400;6 462 086.140;2 610.000;1 835.070
314_244;244;349 737.300;6 462 078.840;2 620.000;1 841.870
314_244;244;349 737.300;6 462 071.440;2 630.000;1 848.620
314_244;244;349 737.200;6 462 064.040;2 640.000;1 855.300
314_244;244;349 737.100;6 462 056.540;2 650.000;1 861.920
314_244;244;349 737.000;6 462 048.940;2 660.000;1 868.480
314_244;244;349 736.900;6 462 041.340;2 670.000;1 874.990
314_244;244;349 736.600;6 462 033.840;2 680.000;1 881.510
314_244;244;349 736.300;6 462 026.240;2 690.000;1 888.050
314_244;244;349 735.900;6 462 018.740;2 700.000;1 894.660
314_244;244;349 735.600;6 462 011.340;2 710.000;1 901.370
314_244;244;349 735.300;6 462 004.040;2 720.000;1 908.160
314_244;244;349 734.900;6 461 996.740;2 730.000;1 915.010
314_244;244;349 734.600;6 461 989.540;2 740.000;1 921.900
314_244;244;349 734.200;6 461 982.240;2 750.000;1 928.820
314_244;244;349 733.700;6 461 975.040;2 760.000;1 935.740
314_244;244;349 733.000;6 461 967.940;2 770.000;1 942.660
314_244;244;349 732.400;6 461 960.740;2 780.000;1 949.590
314_244;244;349 731.900;6 461 953.540;2 790.000;1 956.530
314_244;244;349 731.500;6 461 946.340;2 800.000;1 963.470
314_244;244;349 731.000;6 461 939.140;2 810.000;1 970.420
314_244;244;349 730.600;6 461 931.940;2 820.000;1 977.360
314_244;244;349 730.100;6 461 924.740;2 830.000;1 984.250
314_244;244;349 729.700;6 461 917.540;2 840.000;1 991.110
314_244;244;349 729.200;6 461 910.240;2 850.000;1 997.960
314_244;244;349 728.700;6 461 902.940;2 860.000;2 004.800
314_244;244;349 728.100;6 461 895.640;2 870.000;2 011.640
314_244;244;349 727.500;6 461 888.440;2 880.000;2 018.480
314_244;244;349 726.900;6 461 881.140;2 890.000;2 025.320
314_244;244;349 726.400;6 461 873.840;2 900.000;2 032.170
314_244;244;349 725.800;6 461 866.640;2 910.000;2 039.030
314_244;244;349 725.200;6 461 859.340;2 920.000;2 045.910
314_244;244;349 724.700;6 461 852.140;2 930.000;2 052.820
314_244;244;349 724.200;6 461 844.940;2 940.000;2 059.770
314_244;244;349 723.900;6 461 837.840;2 950.000;2 066.750
314_244;244;349 723.500;6 461 830.740;2 960.000;2 073.760
314_244;244;349 723.200;6 461 823.640;2 970.000;2 080.820
314_244;244;349 723.000;6 461 816.640;2 980.000;2 087.920
314_244;244;349 722.700;6 461 809.540;2 990.000;2 095.030
314_244;244;349 722.400;6 461 802.540;3 000.000;2 102.090
314_244;244;349 722.100;6 461 795.340;3 010.000;2 109.090
314_244;244;349 721.800;6 461 788.140;3 020.000;2 116.040
314_244;244;349 721.600;6 461 780.940;3 030.000;2 122.940
314_244;244;349 721.400;6 461 773.740;3 040.000;2 129.830
314_244;244;349 721.200;6 461 766.440;3 050.000;2 136.750
314_244;244;349 721.000;6 461 759.340;3 060.000;2 143.710
314_244;244;349 720.800;6 461 752.140;3 070.000;2 150.690
314_244;244;349 720.600;6 461 745.040;3 080.000;2 157.690
314_244;244;349 720.200;6 461 737.840;3 090.000;2 164.700
314_244;244;349 719.900;6 461 730.740;3 100.000;2 171.710
314_244;244;349 719.600;6 461 723.640;3 110.000;2 178.740
314_244;244;349 719.300;6 461 716.540;3 120.000;2 185.760
314_244;244;349 718.900;6 461 709.440;3 130.000;2 192.780
314_244;244;349 718.600;6 461 702.340;3 140.000;2 199.800
314_244;244;349 718.300;6 461 695.240;3 150.000;2 206.830
314_244;244;349 718.000;6 461 688.140;3 160.000;2 213.890
314_244;244;349 717.600;6 461 681.140;3 170.000;2 221.010
314_244;244;349 717.200;6 461 674.140;3 180.000;2 228.200
314_244;244;349 716.600;6 461 667.240;3 190.000;2 235.410
314_244;244;349 715.900;6 461 660.440;3 200.000;2 242.620
314_244;244;349 715.100;6 461 653.540;3 210.000;2 249.860
314_244;244;349 714.300;6 461 646.740;3 220.000;2 257.190
314_244;244;349 713.600;6 461 640.140;3 230.000;2 264.600
314_244;244;349 713.000;6 461 633.540;3 240.000;2 272.110
314_244;244;349 712.400;6 461 627.040;3 250.000;2 279.730
314_244;244;349 711.900;6 461 620.740;3 260.000;2 287.450
314_244;244;349 711.400;6 461 614.440;3 270.000;2 295.230
314_244;244;349 710.900;6 461 608.240;3 280.000;2 303.070
314_244;244;349 710.600;6 461 602.140;3 290.000;2 310.950
314_244;244;349 710.200;6 461 596.040;3 300.000;2 318.890
314_244;244;349 709.800;6 461 590.140;3 310.000;2 326.920
314_244;244;349 709.500;6 461 584.340;3 320.000;2 335.050
314_244;244;349 709.200;6 461 578.540;3 330.000;2 343.220
314_244;244;349 709.000;6 461 572.840;3 340.000;2 351.400
314_244;244;349 708.700;6 461 567.040;3 350.000;2 359.560
314_244;244;349 708.500;6 461 561.240;3 360.000;2 367.730
314_244;244;349 708.200;6 461 555.540;3 370.000;2 375.920
314_244;244;349 707.900;6 461 549.840;3 380.000;2 384.160
314_244;244;349 707.700;6 461 544.340;3 390.000;2 392.450
314_244;244;349 707.400;6 461 538.740;3 400.000;2 400.790
314_244;244;349 707.200;6 461 533.340;3 410.000;2 409.170
314_244;244;349 707.000;6 461 527.940;3 420.000;2 417.580
314_244;244;349 706.900;6 461 522.540;3 430.000;2 426.030
314_244;244;349 706.700;6 461 517.340;3 440.000;2 434.520
314_244;244;349 706.600;6 461 512.040;3 450.000;2 443.040
314_244;244;349 706.500;6 461 506.840;3 460.000;2 451.580
314_244;244;349 706.400;6 461 501.740;3 470.000;2 460.160
314_244;244;349 706.400;6 461 496.640;3 480.000;2 468.780
314_244;244;349 706.300;6 461 491.740;3 490.000;2 477.470
314_244;244;349 706.300;6 461 486.940;3 500.000;2 486.240
314_244;244;349 706.200;6 461 482.340;3 510.000;2 495.110
314_244;244;349 706.200;6 461 477.940;3 520.000;2 504.090
314_244;244;349 706.200;6 461 473.740;3 530.000;2 513.170
314_244;244;349 706.300;6 461 469.740;3 540.000;2 522.360
314_244;244;349 706.300;6 461 466.040;3 550.000;2 531.640
314_244;244;349 706.300;6 461 462.540;3 560.000;2 541.020
314_244;244;349 706.300;6 461 459.340;3 570.000;2 550.480
314_244;244;349 706.400;6 461 456.240;3 580.000;2 560.000
314_244;244;349 706.400;6 461 453.440;3 590.000;2 569.580
314_244;244;349 706.400;6 461 450.640;3 600.000;2 579.210
314_244;244;349 706.400;6 461 448.040;3 610.000;2 588.850
314_244;244;349 706.300;6 461 445.440;3 620.000;2 598.500
314_244;244;349 706.300;6 461 442.940;3 630.000;2 608.180
314_244;244;349 706.300;6 461 440.540;3 640.000;2 617.880
314_244;244;349 706.300;6 461 438.040;3 642.000;2 619.830
314_245;245;349 813.020;6 463 759.300;39.000;-74.890
314_245;245;349 813.090;6 463 759.240;64.000;-49.890
314_245;245;349 813.160;6 463 759.200;88.000;-25.890
314_245;245;349 813.200;6 463 759.180;113.000;-0.890
314_245;245;349 813.260;6 463 759.120;162.000;48.110
