323;352508.25;6467286.77;2802.2;
324;352508.25;6467277.77;2836.6;
325;352508.25;6467250.79;2982.4;
326;352508.25;6467367.89;3334.0;
327;352508.25;6467259.78;3066.2;
328;352508.25;6467232.79;3170.8;
329;352508.25;6467313.78;3161.2;
330;351599.79;6464620.37;2975.4;
331;351634.45;6464661.72;2875.4;
332;351646.0;6464675.51;3152.4;
333;352508.25;6467205.8;3323.6;
334;351562.55;6464575.94;2748.6;
336;351611.34;6464634.15;3230.6;
337;349923.56;6464062.4;3065.6;
338;349866.12;6463903.74;2777.4;
339;349954.2;6464147.09;2797.6;
340;351532.06;6464542.18;3241.6;
341;351491.1;6464494.37;2703.0;
342;351657.56;6464689.29;2656.6;
343;351556.82;6464569.05;2674.0;
344;351622.89;6464647.94;2855.0;
345;351549.62;6464562.67;3105.6;
346;354614.48;6468072.44;2787.4;
347;354641.61;6468025.78;2899.0;
348;349877.69;6463935.66;2784.0;
349;349960.32;6464164.01;2695.0;
350;349948.08;6464130.19;2749.6;
351;349963.39;6464172.47;2685.6;
352;351526.22;6464535.35;2919.0;
353;351467.69;6464467.03;2720.0;
354;351496.96;6464501.2;2817.0;
355;351508.66;6464514.86;3039.0;
356;351409.14;6464398.74;3039.6;
357;354632.57;6468041.34;2854.0;
358;351455.94;6464453.38;2677.6;
359;349911.38;6464028.71;2759.0;
360;349941.96;6464113.27;2722.6;
361;349929.74;6464079.45;2735.6;
362;351514.51;6464521.68;3009.0;
363;351450.1;6464446.55;2805.6;
364;351432.54;6464426.05;3060.0;
365;351420.83;6464412.4;3322.0;
366;354605.44;6468088.0;3004.0;
367;354619.0;6468064.67;3096.6;
369;349892.98;6463977.97;2879.0;
370;349899.1;6463994.88;2851.8;
371;349917.5;6464045.61;2981.4;
372;351414.9;6464405.49;3259.4;
375;354646.13;6468018.0;3169.6;
376;351438.39;6464432.88;2889.0;
377;354537.7;6468204.66;2711.0;
378;349935.85;6464096.35;2981.4;
381;351543.76;6464555.85;3193.4;
382;349886.87;6463961.05;2961.4;
383;349880.75;6463944.14;3184.4;
425;356743.6;6469446.76;2759.6;
427;356725.42;6469405.63;2946.0;
428;356723.4;6469401.07;3008.6;
431PL;356729.46;6469414.77;3176.6;
433;356727.44;6469410.2;2862.8;
435;356741.58;6469442.19;3045.4;
435ST2;356741.58;6469442.19;2936.6;
436;356739.56;6469437.62;2932.4;
438;356721.38;6469396.5;2779.0;
441;356735.52;6469428.48;2923.0;
441ST2;356735.52;6469428.48;2954.2;
450;352513.53;6466909.06;2813.2;
451;352513.63;6466914.06;3247.4;
452;352513.73;6466919.06;3002.2;
455;352513.93;6466929.06;2960.6;
600;354027.61;6463857.69;3469.6;
600ST2;354027.61;6463857.69;3554.6;
601;354024.01;6463861.06;3519.8;
602;354039.39;6463846.31;3535.8;
603;354017.43;6463867.24;3469.6;
604;354047.18;6463838.97;2769.0;
638;347715.3;6459319.36;2895.0;
639;347707.74;6459311.79;2957.0;
640;347742.13;6459346.6;2788.2;
641;347725.82;6459330.13;2804.4;
643;347711.41;6459315.55;2830.6;
644;347729.27;6459333.92;2758.8;
645;347735.62;6459340.28;2833.8;
647;347704.25;6459308.04;2873.2;
648;347693.89;6459297.54;2810.6;
7PO;347740.58;6459539.18;2724.8;
