Скважина;Пласт РИГИС;Пластпропласт;Глубина кровли пласта;Толщина;Абсолютная глубина;Абсолютная толщина;Литология;Коллектор
203;Ю1-3-4;Ю1-3-4;2 948.60;0.80;2 551.78;0.80;SAND;да
342;Ю1-3-4;Ю1-3-4;2 674.20;1.80;2 551.83;1.79;SAND;да
188;Ю1-3-4;Ю1-3-4;3 065.80;0.60;2 551.84;0.59;ALEVROLIT;да
143;Ю1-3-4;Ю1-3-4;2 919.60;0.60;2 551.87;0.60;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 725.60;0.40;2 551.88;0.40;SAND_GL;да
361;Ю1-3-4;Ю1-3-4;2 746.40;2.60;2 551.88;2.60;SAND_GL;да
318;Ю1-3-4;Ю1-3-4;2 779.00;0.80;2 551.92;0.78;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 309.40;0.60;2 551.94;0.59;SAND;да
128PL;Ю1-3-4;Ю1-3-4;3 119.60;0.80;2 552.01;0.50;SAND_GL;да
441ST2;Ю1-3-4;Ю1-3-4;2 954.60;1.00;2 552.04;0.99;SAND_GL;да
309;Ю1-3-4;Ю1-3-4;2 728.80;0.40;2 552.06;0.40;SAND_GL;да
175;Ю1-3-4;Ю1-3-4;3 287.80;1.00;2 552.11;1.00;SAND_GL;да
102;Ю1-3-4;Ю1-3-4;2 802.80;1.20;2 552.13;1.20;DENSE;нет
141;Ю1-3-4;Ю1-3-4;3 114.80;1.20;2 552.13;1.16;ARGILLIT;нет
347;Ю1-3-4;Ю1-3-4;2 899.00;0.60;2 552.13;0.59;ARGILLIT;нет
183;Ю1-3-4;Ю1-3-4;2 867.80;1.20;2 552.14;1.19;ARGILLIT;нет
204;Ю1-3-4;Ю1-3-4;2 907.60;1.40;2 552.15;1.40;SAND;да
331;Ю1-3-4;Ю1-3-4;2 881.00;1.20;2 552.15;1.19;ALEVROLIT;да
364;Ю1-3-4;Ю1-3-4;3 061.20;0.60;2 552.21;0.58;ALEVROLIT;да
205;Ю1-3-4;Ю1-3-4;2 888.00;1.00;2 552.27;0.99;DENSE;нет
360;Ю1-3-4;Ю1-3-4;2 726.00;1.80;2 552.28;1.80;SAND;да
103;Ю1-3-4;Ю1-3-4;2 905.80;0.80;2 552.30;0.80;DENSE;нет
149;Ю1-3-4;Ю1-3-4;3 328.20;1.40;2 552.31;1.36;ALEVROLIT;да
142;Ю1-3-4;Ю1-3-4;2 754.40;1.00;2 552.39;1.00;SAND_SL_PR;да
309;Ю1-3-4;Ю1-3-4;2 729.20;3.00;2 552.46;2.99;ARGILLIT;нет
378;Ю1-3-4;Ю1-3-4;2 983.00;0.60;2 552.46;0.58;ALEVROLIT;да
143;Ю1-3-4;Ю1-3-4;2 920.20;0.80;2 552.47;0.80;DENSE;нет
128PL;Ю1-3-4;Ю1-3-4;3 120.40;0.40;2 552.51;0.24;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 310.00;1.00;2 552.53;0.98;ALEVROLIT;да
203;Ю1-3-4;Ю1-3-4;2 949.40;1.80;2 552.58;1.80;DENSE;нет
100;Ю1-3-4;Ю1-3-4;2 713.20;1.00;2 552.61;1.00;DENSE;нет
299R;Ю1-3-4;Ю1-3-4;2 672.00;1.30;2 552.70;1.30;SAND_GL;да
318;Ю1-3-4;Ю1-3-4;2 779.80;0.80;2 552.70;0.77;DENSE;нет
323;Ю1-3-4;Ю1-3-4;2 803.20;0.60;2 552.72;0.60;SAND_GL;да
347;Ю1-3-4;Ю1-3-4;2 899.60;0.60;2 552.72;0.59;ARGILLIT;нет
128PL;Ю1-3-4;Ю1-3-4;3 120.80;0.60;2 552.75;0.37;COAL;нет
222;Ю1-3-4;Ю1-3-4;3 369.80;0.80;2 552.79;0.80;DENSE;нет
364;Ю1-3-4;Ю1-3-4;3 061.80;10.20;2 552.79;9.90;SAND;да
357;Ю1-3-4;Ю1-3-4;2 858.00;0.80;2 552.81;0.79;ALEVROLIT;да
376;Ю1-3-4;Ю1-3-4;2 889.00;0.40;2 552.83;0.39;ALEVROLIT;да
168;Ю1-3-4;Ю1-3-4;3 249.40;1.00;2 552.84;1.00;SAND_GL;да
136;Ю1-3-4;Ю1-3-4;2 908.20;2.40;2 552.88;2.36;SAND;да
350;Ю1-3-4;Ю1-3-4;2 764.80;0.60;2 552.96;0.60;DENSE;нет
341;Ю1-3-4;Ю1-3-4;2 719.60;2.00;2 552.98;2.00;SAND;да
441ST2;Ю1-3-4;Ю1-3-4;2 955.60;1.80;2 553.03;1.78;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 983.60;1.20;2 553.04;1.17;SAND_GL;да
343;Ю1-3-4;Ю1-3-4;2 686.60;2.20;2 553.07;2.19;DENSE;нет
103;Ю1-3-4;Ю1-3-4;2 906.60;0.40;2 553.10;0.40;ARGILLIT;нет
175;Ю1-3-4;Ю1-3-4;3 288.80;2.00;2 553.11;2.00;ARGILLIT;нет
128PL;Ю1-3-4;Ю1-3-4;3 121.40;0.80;2 553.12;0.49;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 961.40;0.40;2 553.14;0.40;ALEVROLIT;да
376;Ю1-3-4;Ю1-3-4;2 889.40;1.80;2 553.22;1.75;SAND;да
205;Ю1-3-4;Ю1-3-4;2 889.00;1.00;2 553.26;1.00;SAND_GL;да
143;Ю1-3-4;Ю1-3-4;2 921.00;0.60;2 553.27;0.60;SAND_GL;да
141;Ю1-3-4;Ю1-3-4;3 116.00;1.00;2 553.29;0.96;DENSE;нет
347;Ю1-3-4;Ю1-3-4;2 900.20;1.20;2 553.31;1.17;SAND_GL;да
323;Ю1-3-4;Ю1-3-4;2 803.80;0.60;2 553.32;0.60;ARGILLIT;нет
353;Ю1-3-4;Ю1-3-4;2 727.00;0.60;2 553.32;0.59;ALEVROLIT;да
102;Ю1-3-4;Ю1-3-4;2 804.00;1.00;2 553.33;1.00;SAND_UPLOT;да
183;Ю1-3-4;Ю1-3-4;2 869.00;1.00;2 553.33;0.99;ALEVROLIT;да
331;Ю1-3-4;Ю1-3-4;2 882.20;0.60;2 553.34;0.60;DENSE;нет
142;Ю1-3-4;Ю1-3-4;2 755.40;2.20;2 553.39;2.19;ALEVROLIT;да
318;Ю1-3-4;Ю1-3-4;2 780.60;0.40;2 553.47;0.39;ARGILLIT;нет
372;Ю1-3-4;Ю1-3-4;3 259.40;0.40;2 553.48;0.38;ALEVROLIT;да
103;Ю1-3-4;Ю1-3-4;2 907.00;0.40;2 553.50;0.40;DENSE;нет
215;Ю1-3-4;Ю1-3-4;3 311.00;1.00;2 553.51;0.98;DENSE;нет
382;Ю1-3-4;Ю1-3-4;2 961.80;1.20;2 553.54;1.19;SAND_GL;да
204;Ю1-3-4;Ю1-3-4;2 909.00;0.40;2 553.55;0.40;ALEVROLIT;да
350;Ю1-3-4;Ю1-3-4;2 765.40;0.80;2 553.56;0.79;ALEVROLIT;да
222;Ю1-3-4;Ю1-3-4;3 370.60;1.40;2 553.59;1.40;SAND_GL;да
357;Ю1-3-4;Ю1-3-4;2 858.80;0.80;2 553.60;0.78;SAND_GL;да
100;Ю1-3-4;Ю1-3-4;2 714.20;1.00;2 553.61;1.00;ALEVROLIT;да
128PL;Ю1-3-4;Ю1-3-4;3 122.20;0.80;2 553.61;0.50;ARGILLIT;нет
342;Ю1-3-4;Ю1-3-4;2 676.00;0.40;2 553.62;0.40;ALEVROLIT;да
304;Ю1-3-4;Ю1-3-4;3 296.40;0.80;2 553.65;0.77;DENSE;нет
149;Ю1-3-4;Ю1-3-4;3 329.60;0.60;2 553.67;0.58;DENSE;нет
351;Ю1-3-4;Ю1-3-4;2 689.60;1.80;2 553.77;1.80;SAND;да
168;Ю1-3-4;Ю1-3-4;3 250.40;0.80;2 553.84;0.80;SAND_GL;да
318;Ю1-3-4;Ю1-3-4;2 781.00;0.40;2 553.86;0.38;DENSE;нет
372;Ю1-3-4;Ю1-3-4;3 259.80;0.60;2 553.86;0.57;SAND_GL;да
143;Ю1-3-4;Ю1-3-4;2 921.60;1.80;2 553.87;1.80;ALEVROLIT;да
103;Ю1-3-4;Ю1-3-4;2 907.40;0.60;2 553.90;0.60;SAND_GL;да
353;Ю1-3-4;Ю1-3-4;2 727.60;2.40;2 553.91;2.39;SAND_GL;да
323;Ю1-3-4;Ю1-3-4;2 804.40;1.60;2 553.92;1.59;SAND_GL;да
331;Ю1-3-4;Ю1-3-4;2 882.80;4.20;2 553.94;4.16;ARGILLIT;нет
204;Ю1-3-4;Ю1-3-4;2 909.40;2.00;2 553.95;2.00;SAND;да
299R;Ю1-3-4;Ю1-3-4;2 673.30;0.90;2 554.00;0.90;SAND_GL;да
342;Ю1-3-4;Ю1-3-4;2 676.40;1.00;2 554.02;1.00;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 727.80;0.60;2 554.08;0.60;SAND_GL;да
128PL;Ю1-3-4;Ю1-3-4;3 123.00;1.60;2 554.11;0.98;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 984.80;1.00;2 554.21;0.98;SAND_GL;да
318;Ю1-3-4;Ю1-3-4;2 781.40;1.00;2 554.24;0.97;ALEVROLIT;да
141;Ю1-3-4;Ю1-3-4;3 117.00;1.20;2 554.25;1.15;DENSE;нет
149;Ю1-3-4;Ю1-3-4;3 330.20;0.40;2 554.25;0.39;ALEVROLIT;да
205;Ю1-3-4;Ю1-3-4;2 890.00;5.40;2 554.26;5.38;ARGILLIT;нет
183;Ю1-3-4;Ю1-3-4;2 870.00;4.60;2 554.32;4.55;ARGILLIT;нет
102;Ю1-3-4;Ю1-3-4;2 805.00;1.60;2 554.33;1.60;SAND;да
350;Ю1-3-4;Ю1-3-4;2 766.20;4.80;2 554.35;4.76;SAND;да
203;Ю1-3-4;Ю1-3-4;2 951.20;1.00;2 554.38;1.00;SAND;да
357;Ю1-3-4;Ю1-3-4;2 859.60;1.20;2 554.38;1.17;ALEVROLIT;да
304;Ю1-3-4;Ю1-3-4;3 297.20;1.00;2 554.42;0.96;ALEVROLIT;да
363;Ю1-3-4;Ю1-3-4;2 805.60;0.60;2 554.43;0.59;DENSE;нет
372;Ю1-3-4;Ю1-3-4;3 260.40;0.60;2 554.43;0.58;ALEVROLIT;да
167;Ю1-3-4;Ю1-3-4;2 798.40;1.00;2 554.45;1.00;SAND_GL;да
347;Ю1-3-4;Ю1-3-4;2 901.40;0.60;2 554.48;0.59;ALEVROLIT;да
361;Ю1-3-4;Ю1-3-4;2 749.00;1.20;2 554.48;1.20;ALEVROLIT;да
125PL;Ю1-3-4;Ю1-3-4;3 140.80;0.80;2 554.49;0.47;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 312.00;1.60;2 554.49;1.58;SAND_UPLOT;да
103;Ю1-3-4;Ю1-3-4;2 908.00;1.20;2 554.50;1.19;ARGILLIT;нет
100;Ю1-3-4;Ю1-3-4;2 715.20;0.80;2 554.61;0.80;SAND_GL;да
149;Ю1-3-4;Ю1-3-4;3 330.60;0.60;2 554.64;0.59;DENSE;нет
168;Ю1-3-4;Ю1-3-4;3 251.20;0.80;2 554.64;0.80;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 728.40;0.60;2 554.68;0.60;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 963.00;0.60;2 554.73;0.59;ALEVROLIT;да
441ST2;Ю1-3-4;Ю1-3-4;2 957.40;1.40;2 554.81;1.39;ARGILLIT;нет
299R;Ю1-3-4;Ю1-3-4;2 674.20;0.70;2 554.90;0.70;SAND_GL;да
125PL;Ю1-3-4;Ю1-3-4;3 141.60;2.60;2 554.96;1.50;SAND_GL;да
376;Ю1-3-4;Ю1-3-4;2 891.20;3.60;2 554.97;3.49;SAND;да
341;Ю1-3-4;Ю1-3-4;2 721.60;0.60;2 554.98;0.60;ALEVROLIT;да
222;Ю1-3-4;Ю1-3-4;3 372.00;6.00;2 554.99;6.00;ARGILLIT;нет
372;Ю1-3-4;Ю1-3-4;3 261.00;1.60;2 555.01;1.53;SAND;да
342;Ю1-3-4;Ю1-3-4;2 677.40;2.80;2 555.02;2.80;SAND_GL;да
363;Ю1-3-4;Ю1-3-4;2 806.20;4.40;2 555.02;4.33;SAND;да
347;Ю1-3-4;Ю1-3-4;2 902.00;1.80;2 555.07;1.77;SAND;да
175;Ю1-3-4;Ю1-3-4;3 290.80;1.00;2 555.11;1.00;ALEVROLIT;да
315;Ю1-3-4;Ю1-3-4;2 667.50;1.10;2 555.13;1.10;ARGILLIT;нет
378;Ю1-3-4;Ю1-3-4;2 985.80;0.60;2 555.19;0.59;ALEVROLIT;да
318;Ю1-3-4;Ю1-3-4;2 782.40;0.80;2 555.21;0.77;DENSE;нет
149;Ю1-3-4;Ю1-3-4;3 331.20;0.40;2 555.23;0.39;ALEVROLIT;да
136;Ю1-3-4;Ю1-3-4;2 910.60;0.40;2 555.24;0.40;ALEVROLIT;да
343;Ю1-3-4;Ю1-3-4;2 688.80;2.00;2 555.26;2.00;DENSE;нет
123PL;Ю1-3-4;Ю1-3-4;3 330.00;1.40;2 555.28;0.57;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 729.00;2.20;2 555.28;2.20;SAND;да
330;Ю1-3-4;Ю1-3-4;2 975.40;0.80;2 555.29;0.79;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 963.60;3.00;2 555.32;2.97;SAND_GL;да
203;Ю1-3-4;Ю1-3-4;2 952.20;0.40;2 555.38;0.40;SAND_UPLOT;да
304;Ю1-3-4;Ю1-3-4;3 298.20;1.60;2 555.38;1.55;SAND_UPLOT;да
141;Ю1-3-4;Ю1-3-4;3 118.20;0.80;2 555.40;0.77;ARGILLIT;нет
100;Ю1-3-4;Ю1-3-4;2 716.00;0.40;2 555.41;0.40;COAL;нет
168;Ю1-3-4;Ю1-3-4;3 252.00;0.60;2 555.44;0.60;ALEVROLIT;да
167;Ю1-3-4;Ю1-3-4;2 799.40;1.40;2 555.45;1.40;ALEVROLIT;да
323;Ю1-3-4;Ю1-3-4;2 806.00;0.60;2 555.51;0.60;SAND_GL;да
357;Ю1-3-4;Ю1-3-4;2 860.80;0.60;2 555.55;0.59;DENSE;нет
351;Ю1-3-4;Ю1-3-4;2 691.40;2.20;2 555.57;2.20;SAND;да
142;Ю1-3-4;Ю1-3-4;2 757.60;0.40;2 555.58;0.40;SAND_UPLOT;да
341;Ю1-3-4;Ю1-3-4;2 722.20;1.20;2 555.58;1.20;SAND;да
113;Ю1-3-4;Ю1-3-4;3 160.20;0.80;2 555.60;0.79;ARGILLIT;нет
299R;Ю1-3-4;Ю1-3-4;2 674.90;0.70;2 555.60;0.70;DENSE;нет
149;Ю1-3-4;Ю1-3-4;3 331.60;0.80;2 555.62;0.78;SAND_GL;да
136;Ю1-3-4;Ю1-3-4;2 911.00;0.40;2 555.64;0.39;DENSE;нет
143;Ю1-3-4;Ю1-3-4;2 923.40;1.30;2 555.67;1.30;SAND;да
361;Ю1-3-4;Ю1-3-4;2 750.20;1.20;2 555.68;1.20;DENSE;нет
103;Ю1-3-4;Ю1-3-4;2 909.20;0.80;2 555.69;0.80;SAND_GL;да
130;Ю1-3-4;Ю1-3-4;3 091.60;1.80;2 555.72;1.78;ARGILLIT;нет
203;Ю1-3-4;Ю1-3-4;2 952.60;3.00;2 555.78;2.99;ARGILLIT;нет
378;Ю1-3-4;Ю1-3-4;2 986.40;0.60;2 555.78;0.58;SAND_UPLOT;да
100;Ю1-3-4;Ю1-3-4;2 716.40;0.40;2 555.81;0.40;ARGILLIT;нет
123PL;Ю1-3-4;Ю1-3-4;3 331.40;0.40;2 555.85;0.17;ARGILLIT;нет
127;Ю1-3-4;Ю1-3-4;3 144.60;1.80;2 555.90;1.67;ALEVROLIT;да
204;Ю1-3-4;Ю1-3-4;2 911.40;1.20;2 555.95;1.20;DENSE;нет
142;Ю1-3-4;Ю1-3-4;2 758.00;0.40;2 555.98;0.40;ARGILLIT;нет
318;Ю1-3-4;Ю1-3-4;2 783.20;0.60;2 555.98;0.58;DENSE;нет
300R;Ю1-3-4;Ю1-3-4;2 676.00;2.00;2 556.00;2.00;SAND;да
123PL;Ю1-3-4;Ю1-3-4;3 331.80;1.20;2 556.02;0.49;ALEVROLIT;да
135;Ю1-3-4;Ю1-3-4;2 959.60;1.40;2 556.02;1.39;ALEVROLIT;да
136;Ю1-3-4;Ю1-3-4;2 911.40;0.40;2 556.03;0.40;ARGILLIT;нет
168;Ю1-3-4;Ю1-3-4;3 252.60;0.80;2 556.04;0.80;SAND_GL;да
215;Ю1-3-4;Ю1-3-4;3 313.60;0.40;2 556.07;0.39;DENSE;нет
330;Ю1-3-4;Ю1-3-4;2 976.20;1.40;2 556.08;1.39;DENSE;нет
175;Ю1-3-4;Ю1-3-4;3 291.80;1.20;2 556.11;1.20;ARGILLIT;нет
323;Ю1-3-4;Ю1-3-4;2 806.60;0.60;2 556.11;0.60;DENSE;нет
317;Ю1-3-4;Ю1-3-4;3 067.20;0.80;2 556.13;0.77;ALEVROLIT;да
357;Ю1-3-4;Ю1-3-4;2 861.40;0.80;2 556.14;0.78;SAND_GL;да
141;Ю1-3-4;Ю1-3-4;3 119.00;1.20;2 556.17;1.15;ARGILLIT;нет
365;Ю1-3-4;Ю1-3-4;3 322.00;0.60;2 556.20;0.58;ALEVROLIT;да
441ST2;Ю1-3-4;Ю1-3-4;2 958.80;1.40;2 556.20;1.39;SAND_GL;да
100;Ю1-3-4;Ю1-3-4;2 716.80;0.60;2 556.21;0.60;ALEVROLIT;да
101;Ю1-3-4;Ю1-3-4;3 156.40;1.20;2 556.23;1.19;ARGILLIT;нет
315;Ю1-3-4;Ю1-3-4;2 668.60;1.60;2 556.23;1.60;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 817.00;1.40;2 556.27;1.38;ARGILLIT;нет
299R;Ю1-3-4;Ю1-3-4;2 675.60;0.50;2 556.30;0.50;SAND_GL;да
353;Ю1-3-4;Ю1-3-4;2 730.00;1.20;2 556.30;1.19;ALEVROLIT;да
378;Ю1-3-4;Ю1-3-4;2 987.00;0.80;2 556.36;0.78;DENSE;нет
339;Ю1-3-4;Ю1-3-4;2 797.60;0.40;2 556.37;0.40;ALEVROLIT;да
142;Ю1-3-4;Ю1-3-4;2 758.40;1.20;2 556.38;1.19;DENSE;нет
113;Ю1-3-4;Ю1-3-4;3 161.00;0.60;2 556.39;0.59;ALEVROLIT;да
149;Ю1-3-4;Ю1-3-4;3 332.40;0.60;2 556.40;0.58;DENSE;нет
136;Ю1-3-4;Ю1-3-4;2 911.80;0.80;2 556.43;0.79;DENSE;нет
125PL;Ю1-3-4;Ю1-3-4;3 144.20;0.80;2 556.46;0.47;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 314.00;0.80;2 556.46;0.79;SAND_UPLOT;да
103;Ю1-3-4;Ю1-3-4;2 910.00;1.60;2 556.49;1.60;ARGILLIT;нет
123PL;Ю1-3-4;Ю1-3-4;3 333.00;0.40;2 556.51;0.16;ARGILLIT;нет
372;Ю1-3-4;Ю1-3-4;3 262.60;0.60;2 556.54;0.58;ALEVROLIT;да
318;Ю1-3-4;Ю1-3-4;2 783.80;0.60;2 556.56;0.58;ARGILLIT;нет
123PL;Ю1-3-4;Ю1-3-4;3 333.40;1.40;2 556.67;0.58;ALEVROLIT;да
323;Ю1-3-4;Ю1-3-4;2 807.20;0.60;2 556.71;0.60;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 798.00;1.20;2 556.77;1.18;SAND_GL;да
365;Ю1-3-4;Ю1-3-4;3 322.60;0.60;2 556.78;0.59;SAND_GL;да
299R;Ю1-3-4;Ю1-3-4;2 676.10;0.70;2 556.80;0.70;ALEVROLIT;да
100;Ю1-3-4;Ю1-3-4;2 717.40;1.60;2 556.81;1.60;ALEVROLIT;да
168;Ю1-3-4;Ю1-3-4;3 253.40;0.80;2 556.84;0.80;SAND_GL;да
347;Ю1-3-4;Ю1-3-4;2 903.80;1.60;2 556.84;1.57;SAND_GL;да
167;Ю1-3-4;Ю1-3-4;2 800.80;1.20;2 556.85;1.20;SAND_GL;да
361;Ю1-3-4;Ю1-3-4;2 751.40;6.20;2 556.88;6.19;SAND_GL;да
317;Ю1-3-4;Ю1-3-4;3 068.00;0.80;2 556.90;0.77;ALEVROLIT;да
357;Ю1-3-4;Ю1-3-4;2 862.20;1.80;2 556.92;1.77;ALEVROLIT;да
125PL;Ю1-3-4;Ю1-3-4;3 145.00;1.00;2 556.93;0.57;ALEVROLIT;да
304;Ю1-3-4;Ю1-3-4;3 299.80;1.00;2 556.93;0.96;SAND_UPLOT;да
143;Ю1-3-4;Ю1-3-4;2 924.70;1.70;2 556.97;1.69;DENSE;нет
113;Ю1-3-4;Ю1-3-4;3 161.60;0.60;2 556.98;0.60;ALEVROLIT;да
149;Ю1-3-4;Ю1-3-4;3 333.00;0.60;2 556.98;0.59;ALEVROLIT;да
320;Ю1-3-4;Ю1-3-4;2 705.20;3.80;2 557.08;3.78;ARGILLIT;нет
349;Ю1-3-4;Ю1-3-4;2 695.00;0.80;2 557.10;0.79;SAND_SL_PR;да
372;Ю1-3-4;Ю1-3-4;3 263.20;4.60;2 557.12;4.40;SAND;да
318;Ю1-3-4;Ю1-3-4;2 784.40;0.40;2 557.14;0.39;DENSE;нет
378;Ю1-3-4;Ю1-3-4;2 987.80;0.60;2 557.14;0.59;DENSE;нет
204;Ю1-3-4;Ю1-3-4;2 912.60;1.00;2 557.15;1.00;SAND;да
136;Ю1-3-4;Ю1-3-4;2 912.60;1.00;2 557.22;0.98;SAND;да
123PL;Ю1-3-4;Ю1-3-4;3 334.80;0.40;2 557.25;0.16;ARGILLIT;нет
215;Ю1-3-4;Ю1-3-4;3 314.80;0.80;2 557.25;0.78;SAND_UPLOT;да
343;Ю1-3-4;Ю1-3-4;2 690.80;1.80;2 557.26;1.79;ALEVROLIT;да
175;Ю1-3-4;Ю1-3-4;3 293.00;0.80;2 557.31;0.80;ALEVROLIT;да
323;Ю1-3-4;Ю1-3-4;2 807.80;1.00;2 557.31;1.00;DENSE;нет
141;Ю1-3-4;Ю1-3-4;3 120.20;1.40;2 557.32;1.35;ARGILLIT;нет
365;Ю1-3-4;Ю1-3-4;3 323.20;0.40;2 557.37;0.38;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 335.20;0.80;2 557.41;0.33;ALEVROLIT;да
135;Ю1-3-4;Ю1-3-4;2 961.00;0.60;2 557.41;0.59;SAND_GL;да
194;Ю1-3-4;Ю1-3-4;2 892.40;0.80;2 557.41;0.79;SAND_GL;да
101;Ю1-3-4;Ю1-3-4;3 157.60;1.20;2 557.42;1.19;ARGILLIT;нет
330;Ю1-3-4;Ю1-3-4;2 977.60;0.40;2 557.47;0.40;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 731.20;0.60;2 557.48;0.60;ALEVROLIT;да
353;Ю1-3-4;Ю1-3-4;2 731.20;1.00;2 557.49;1.00;DENSE;нет
125PL;Ю1-3-4;Ю1-3-4;3 146.00;0.40;2 557.50;0.24;DENSE;нет
130;Ю1-3-4;Ю1-3-4;3 093.40;0.60;2 557.50;0.59;ARGILLIT;нет
299R;Ю1-3-4;Ю1-3-4;2 676.80;1.00;2 557.50;1.00;SAND_GL;да
318;Ю1-3-4;Ю1-3-4;2 784.80;0.40;2 557.53;0.38;ALEVROLIT;да
127;Ю1-3-4;Ю1-3-4;3 146.40;0.80;2 557.57;0.75;SAND_SL_PR;да
142;Ю1-3-4;Ю1-3-4;2 759.60;1.60;2 557.57;1.60;ARGILLIT;нет
149;Ю1-3-4;Ю1-3-4;3 333.60;0.60;2 557.57;0.58;DENSE;нет
113;Ю1-3-4;Ю1-3-4;3 162.20;0.60;2 557.58;0.59;SAND_GL;да
441ST2;Ю1-3-4;Ю1-3-4;2 960.20;1.20;2 557.59;1.19;ALEVROLIT;да
168;Ю1-3-4;Ю1-3-4;3 254.20;0.80;2 557.64;0.80;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 818.40;3.60;2 557.65;3.55;SAND_GL;да
317;Ю1-3-4;Ю1-3-4;3 068.80;0.80;2 557.67;0.77;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 988.40;0.80;2 557.73;0.78;SAND_GL;да
123PL;Ю1-3-4;Ю1-3-4;3 336.00;0.40;2 557.74;0.16;ARGILLIT;нет
125PL;Ю1-3-4;Ю1-3-4;3 146.40;0.40;2 557.74;0.23;ALEVROLIT;да
365;Ю1-3-4;Ю1-3-4;3 323.60;1.40;2 557.75;1.37;SAND_GL;да
351;Ю1-3-4;Ю1-3-4;2 693.60;0.40;2 557.77;0.40;ALEVROLIT;да
315;Ю1-3-4;Ю1-3-4;2 670.20;0.60;2 557.83;0.60;SAND_GL;да
179;Ю1-3-4;Ю1-3-4;3 075.80;1.20;2 557.87;1.20;SAND_GL;да
330;Ю1-3-4;Ю1-3-4;2 978.00;0.60;2 557.87;0.59;ALEVROLIT;да
304;Ю1-3-4;Ю1-3-4;3 300.80;0.80;2 557.89;0.78;DENSE;нет
349;Ю1-3-4;Ю1-3-4;2 695.80;0.40;2 557.89;0.40;SAND_SL_PR;да
123PL;Ю1-3-4;Ю1-3-4;3 336.40;5.00;2 557.90;2.04;ALEVROLIT;да
318;Ю1-3-4;Ю1-3-4;2 785.20;0.80;2 557.91;0.78;SAND_GL;да
339;Ю1-3-4;Ю1-3-4;2 799.20;0.60;2 557.95;0.59;ALEVROLIT;да
125PL;Ю1-3-4;Ю1-3-4;3 146.80;1.00;2 557.97;0.58;SAND_UPLOT;да
135;Ю1-3-4;Ю1-3-4;2 961.60;0.40;2 558.00;0.40;DENSE;нет
300R;Ю1-3-4;Ю1-3-4;2 678.00;2.00;2 558.00;2.00;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 315.60;1.00;2 558.03;0.99;DENSE;нет
167;Ю1-3-4;Ю1-3-4;2 802.00;1.40;2 558.05;1.40;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 731.80;0.60;2 558.08;0.60;SAND_UPLOT;да
130;Ю1-3-4;Ю1-3-4;3 094.00;6.00;2 558.09;5.90;ARGILLIT;нет
331;Ю1-3-4;Ю1-3-4;2 887.00;4.00;2 558.10;3.97;ARGILLIT;нет
149;Ю1-3-4;Ю1-3-4;3 334.20;1.00;2 558.15;0.97;SAND;да
204;Ю1-3-4;Ю1-3-4;2 913.60;6.80;2 558.15;6.79;ARGILLIT;нет
113;Ю1-3-4;Ю1-3-4;3 162.80;0.40;2 558.17;0.39;SAND_UPLOT;да
351;Ю1-3-4;Ю1-3-4;2 694.00;1.80;2 558.17;1.79;SAND;да
136;Ю1-3-4;Ю1-3-4;2 913.60;0.40;2 558.20;0.40;ALEVROLIT;да
194;Ю1-3-4;Ю1-3-4;2 893.20;0.40;2 558.20;0.40;ALEVROLIT;да
146;Ю1-3-4;Ю1-3-4;3 386.00;2.00;2 558.21;1.98;ARGILLIT;нет
349;Ю1-3-4;Ю1-3-4;2 696.20;2.40;2 558.29;2.39;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 966.60;3.00;2 558.29;2.96;SAND;да
323;Ю1-3-4;Ю1-3-4;2 808.80;0.60;2 558.31;0.60;ARGILLIT;нет
127;Ю1-3-4;Ю1-3-4;3 147.20;0.60;2 558.32;0.55;COAL;нет
135;Ю1-3-4;Ю1-3-4;2 962.00;0.40;2 558.40;0.40;ALEVROLIT;да
100;Ю1-3-4;Ю1-3-4;2 719.00;0.60;2 558.41;0.60;ARGILLIT;нет
347;Ю1-3-4;Ю1-3-4;2 905.40;1.00;2 558.41;0.98;ALEVROLIT;да
