0.2,0.17869,0.182,0.19251,0.2123,0.24617,0.30615,0.43142,0.55434,0.40009,0.62796,1.0964,1.0697,0.96636,1.0273,1.1741,1.0115,0.81805,0.63117,0.36482,0.37718,0.75263,0.36434,0.41632,0.39483,0.44268,0.5898,0.71619,0.37288,0.32586,0.40238,0.55655,0.68371,0.38275,0.2856,0.28091,0.34663,0.74346,0.3728,0.28578,0.27938,0.36944,0.67597,0.22987,0.18174,0.17766,0.22216,1.0585,0.23659,0.18987,0.18589,0.20775,0.62958,0.28425,0.23799,0.24398,0.33387,0.66759,0.36952,0.23182,0.20682,0.21812,0.42861,0.49133,0.25052,0.2067,0.20352,0.43167,0.32208,0.21865,0.20059,0.19673,0.30749,0.47963,0.22048,0.21401,0.2261,0.29143,0.68286,0.2214,0.18934,0.19551,0.24644,0.75164,0.27567,0.23326,0.23225,0.27528,1.0056,0.22741,0.19805,0.196,0.21467,0.98624,0.27712,0.21921,0.21274,0.22853,0.52283,0.25269,0.19158,0.19188,0.20443,0.46413,0.24856,0.19031,0.1847,0.19186,0.30684,0.30901,0.21443,0.20558,0.21333,0.30258,0.4565,0.19579,0.18425,0.18684,0.2302,0.50261,0.19907,0.18858,0.19,0.2243,0.9452,0.23321,0.20521,0.20046,0.21907,1.2841
0.64,0.44248,0.44378,0.44782,0.45511,0.46668,0.48454,0.52037,0.59159,0.70821,0.92642,0.95475,1.1209,1.0751,1.2438,1.5363,1.0639,0.97348,0.53812,0.47458,0.47268,0.89593,0.97183,0.69295,0.60183,0.60787,0.76808,0.70507,0.41275,0.40824,0.45085,0.64546,0.49443,0.3817,0.36221,0.3699,0.49094,0.88016,0.40628,0.37394,0.37636,0.426,1.0037,0.49175,0.42761,0.43272,0.50782,0.78769,0.41497,0.36421,0.35343,0.36134,0.63928,0.44051,0.38979,0.3894,0.44503,0.90107,0.55241,0.40005,0.38509,0.40094,0.53308,0.44686,0.35914,0.35328,0.36902,0.48817,0.54627,0.41837,0.40266,0.42422,0.55728,0.61069,0.35815,0.34124,0.34778,0.42862,0.70354,0.41065,0.37993,0.38032,0.42308,0.80913,0.40228,0.37151,0.3723,0.41295,0.84024,0.42796,0.38605,0.3879,0.42982,0.79988,0.41259,0.3622,0.35937,0.38427,0.65745,0.45507,0.36882,0.3599,0.37449,0.54738,0.48748,0.38952,0.3766,0.39015,0.51698,0.54901,0.38983,0.37366,0.38471,0.47749,0.53979,0.3813,0.36587,0.37394,0.46222,0.76777,0.40618,0.37723,0.37917,0.42308,0.70183,0.38792,0.36591,0.37226,0.42397,0.92632
0.1,0.31988,0.32217,0.32962,0.34352,0.36541,0.39861,0.44944,0.53095,0.67392,0.90688,1.241,0.77518,0.76171,0.83788,0.96717,1.0929,0.99643,0.66412,0.54479,0.57693,0.69956,0.4076,0.36604,0.30207,0.30796,0.51177,0.57799,0.35148,0.31272,0.33103,0.51219,0.49385,0.35614,0.33302,0.3628,0.69923,0.85145,0.43206,0.38485,0.38668,0.50622,1.3533,0.33891,0.27095,0.28011,0.31872,0.97293,0.40616,0.31091,0.29856,0.29609,0.58951,0.33201,0.299,0.29867,0.30808,0.61106,0.34348,0.26978,0.26903,0.26843,0.49977,0.40673,0.31766,0.30528,0.30574,0.41032,0.36208,0.27778,0.28032,0.28326,0.3568,0.45207,0.28716,0.28518,0.2886,0.31505,0.56321,0.2633,0.26227,0.25759,0.31631,0.84179,0.33177,0.31039,0.30685,0.31464,0.72885,0.27856,0.28082,0.28636,0.30488,0.61283,0.27141,0.26497,0.26228,0.25935,0.57875,0.34716,0.29748,0.29232,0.2941,0.44921,0.32938,0.28199,0.281,0.28221,0.36803,0.37876,0.28318,0.2819,0.28296,0.3368,0.42558,0.28463,0.2816,0.28166,0.31457,0.52503,0.28318,0.27859,0.27712,0.30294,0.66225,0.30817,0.2947,0.29072,0.28942,0.86324
0.52,0.43613,0.43989,0.45155,0.47247,0.50523,0.5547,0.63215,0.75126,0.9495,1.3173,1.6203,1.6422,1.4999,1.4643,1.1872,0.98971,0.60294,0.33481,0.31211,0.56365,0.65876,0.48222,0.29495,0.30289,0.38406,0.54906,0.36032,0.28263,0.2522,0.24119,0.33218,0.6516,0.29829,0.28157,0.35166,0.59679,0.85112,0.35852,0.22729,0.23277,0.31887,1.0853,0.57247,0.4083,0.38448,0.44123,0.78614,0.32739,0.1968,0.19695,0.37237,0.57648,0.48871,0.45751,0.39053,0.34689,0.62853,0.3998,0.18014,0.15235,0.16862,0.51685,0.3062,0.208,0.19286,0.18498,0.20171,0.22681,0.22085,0.21002,0.20405,0.23594,0.31178,0.22196,0.22636,0.24042,0.28523,0.78074,0.2241,0.22713,0.24586,0.31807,0.47976,0.56887,0.36538,0.33047,0.29899,0.8003,0.26682,0.20634,0.19941,0.20308,0.53871,0.32049,0.30213,0.30633,0.36742,0.70958,0.26682,0.15074,0.14659,0.16496,0.42458,0.29256,0.25806,0.24466,0.24855,0.31433,0.21654,0.19851,0.2009,0.20966,0.25279,0.36268,0.19022,0.19815,0.20313,0.24851,0.41172,0.20562,0.19641,0.19326,0.2048,0.54385,0.21327,0.19276,0.18884,0.18993,0.94881
0.09,0.2308,0.23207,0.23647,0.24441,0.257,0.27638,0.30691,0.37077,0.50018,0.87179,0.77196,0.92913,0.76149,0.69214,0.59644,0.70123,0.39041,0.20582,0.19025,0.23509,0.82931,0.30506,0.19615,0.1795,0.19546,0.39131,0.29952,0.16591,0.13086,0.12654,0.16759,0.4113,0.10767,0.10398,0.12131,0.20058,0.2471,0.11037,0.10269,0.10251,0.11548,0.68108,0.11034,0.10913,0.11348,0.13442,1.9177,0.1034,0.10265,0.10379,0.10512,0.50781,0.11255,0.11166,0.11584,0.12907,0.35973,0.12079,0.099852,0.097491,0.10048,0.17484,0.15229,0.10648,0.10623,0.10985,0.17627,0.13636,0.097063,0.1002,0.10423,0.13196,0.19849,0.098618,0.097703,0.096592,0.095782,0.33069,0.11346,0.11094,0.11266,0.12533,0.57397,0.092763,0.098934,0.1033,0.11251,1.0388,0.091934,0.090315,0.090053,0.086503,0.39637,0.12409,0.11474,0.1146,0.12359,0.31717,0.092561,0.09428,0.097445,0.10104,0.1927,0.11195,0.10207,0.10224,0.10404,0.1299,0.12777,0.096848,0.098208,0.099447,0.10578,0.16769,0.09858,0.097211,0.095367,0.091285,0.31442,0.11666,0.11181,0.11251,0.12132,0.44745,0.091211,0.095441,0.097576,0.10082,1.3488
0.23,0.266,0.2675,0.27372,0.2853,0.30335,0.33027,0.37032,0.44114,0.56197,0.70788,0.7219,0.62459,0.57374,0.55902,0.41777,0.50548,0.79393,0.33399,0.26423,0.26038,0.41818,0.36017,0.27294,0.25464,0.26052,0.42682,0.31045,0.1852,0.18307,0.18281,0.33181,0.45752,0.27626,0.25898,0.25347,0.28471,0.3744,0.22306,0.2144,0.22413,0.25894,0.61316,0.22752,0.19494,0.18656,0.22065,0.52864,0.37893,0.31509,0.30674,0.33921,0.37097,0.17998,0.17405,0.18619,0.19017,0.38183,0.27848,0.22396,0.21991,0.22319,0.34228,0.27723,0.21068,0.21016,0.21328,0.27741,0.29767,0.22867,0.2242,0.22364,0.23913,0.4965,0.24529,0.24115,0.2547,0.337,0.31341,0.17911,0.17707,0.17993,0.20051,0.70981,0.2663,0.23882,0.23337,0.24257,0.96054,0.22119,0.21362,0.21084,0.20637,0.53116,0.25116,0.22522,0.22392,0.22793,0.48684,0.22785,0.2132,0.21655,0.22314,0.33907,0.24874,0.21177,0.21076,0.21196,0.27364,0.29288,0.21952,0.21359,0.21118,0.24092,0.3902,0.23121,0.22877,0.23269,0.26786,0.41124,0.21162,0.21556,0.22198,0.23983,0.6555,0.20205,0.20408,0.20639,0.21924,1.0937
0.34,0.32179,0.32403,0.33107,0.34398,0.36509,0.40482,0.47745,0.62758,0.60313,0.68269,1.2531,0.93104,0.89782,1.1601,1.3406,1.2178,0.8902,0.53936,0.36991,0.57305,1.0705,0.63113,0.42502,0.39794,0.48212,0.91652,0.85165,0.44056,0.3812,0.38818,0.53762,0.81882,0.42745,0.34675,0.33099,0.40262,1.0602,0.62383,0.5277,0.60024,0.63351,0.77178,0.45316,0.411,0.42613,0.52016,0.91384,0.30473,0.24732,0.21884,0.28906,0.80825,0.54385,0.39349,0.36821,0.4253,0.68954,0.61729,0.49621,0.48886,0.56252,0.92155,0.40706,0.40749,0.36139,0.39323,0.61515,0.63109,0.39191,0.34704,0.34211,0.45773,0.74905,0.42795,0.3892,0.40287,0.50658,0.64046,0.30796,0.2864,0.2973,0.35357,0.87706,0.36023,0.31008,0.31642,0.39827,0.92406,0.38186,0.34172,0.34354,0.39888,0.88235,0.46129,0.35311,0.33625,0.34636,0.73389,0.55852,0.3252,0.30624,0.34072,0.59902,0.40548,0.30795,0.29497,0.31046,0.50208,0.54776,0.33946,0.31838,0.32336,0.47566,0.6905,0.33673,0.31648,0.32867,0.43269,0.62498,0.33974,0.31147,0.31634,0.38155,0.79121,0.34881,0.31486,0.31634,0.37147,1.0903
0.43,0.16201,0.16234,0.16337,0.16519,0.17244,0.18851,0.21605,0.27053,0.38432,0.49618,0.44939,0.62155,0.60895,0.4811,0.31722,0.58073,0.29364,0.20459,0.18733,0.22539,0.44778,0.1833,0.2348,0.25573,0.31379,0.70571,0.35932,0.24433,0.21801,0.25026,0.57995,0.68771,0.30579,0.26067,0.26254,0.30959,0.51569,0.16198,0.1507,0.14338,0.11997,0.40892,0.14388,0.14161,0.14433,0.14099,0.49953,0.14333,0.15188,0.15635,0.16949,0.40242,0.15227,0.15233,0.15634,0.16419,0.51742,0.24435,0.18435,0.17818,0.18704,0.29201,0.11793,0.13571,0.13622,0.1309,0.23954,0.24353,0.16576,0.15384,0.14431,0.13373,0.21648,0.13568,0.14005,0.13855,0.13259,0.235,0.1427,0.14277,0.14219,0.13601,0.59669,0.15283,0.15522,0.15523,0.15452,0.53985,0.14139,0.14506,0.14369,0.13769,0.48382,0.15606,0.1561,0.15456,0.15165,0.23471,0.11449,0.13093,0.13512,0.13181,0.17768,0.1486,0.13795,0.14044,0.1398,0.14383,0.15241,0.13589,0.14171,0.14255,0.13127,0.18585,0.13915,0.14208,0.14226,0.14191,0.34206,0.1339,0.13928,0.13884,0.12773,0.37531,0.12499,0.13294,0.1333,0.12317,0.69486
0.49,0.35353,0.35553,0.36174,0.37285,0.39018,0.41612,0.46846,0.56288,0.75288,0.7747,1.1359,1.5773,1.578,1.7244,1.4041,1.2311,1.0568,0.90979,0.74771,0.77658,1.0378,0.84023,0.44846,0.25659,0.23517,0.42456,0.44846,0.23628,0.20232,0.22802,0.36274,0.65085,0.28412,0.25148,0.25614,0.35878,0.70201,0.28351,0.20808,0.20813,0.2799,0.85018,0.22151,0.18055,0.17137,0.22777,0.86888,0.30204,0.24355,0.24764,0.31246,1.2772,0.29425,0.1992,0.20864,0.28138,0.77531,0.42454,0.33399,0.31994,0.37937,0.71822,0.42582,0.2177,0.19269,0.20266,0.28998,0.30396,0.15622,0.1434,0.13893,0.32926,0.5639,0.30381,0.27135,0.27746,0.33518,0.83272,0.22386,0.1806,0.18578,0.23124,0.94313,0.1984,0.17282,0.17477,0.19698,1.4749,0.21003,0.19047,0.18908,0.19964,0.55367,0.20302,0.17404,0.17699,0.18745,0.43467,0.26705,0.19957,0.19407,0.21279,0.44991,0.23138,0.18322,0.18132,0.1879,0.26889,0.28284,0.19464,0.19011,0.19623,0.26161,0.38759,0.19359,0.17519,0.17543,0.21792,0.50394,0.23736,0.21734,0.21886,0.2737,0.73941,0.18962,0.17566,0.17297,0.20583,1.1285
0.46,0.36728,0.36966,0.3771,0.3905,0.41447,0.45366,0.51386,0.61007,0.77406,1.037,1.0583,0.96051,1.0975,1.2657,1.2473,0.65855,0.58603,0.36696,0.2701,0.25849,0.47634,0.38355,0.27471,0.25822,0.29585,0.67049,0.18768,0.1877,0.19494,0.2194,0.4394,0.37889,0.23627,0.22102,0.26915,0.531,0.75013,0.42183,0.36186,0.36705,0.47225,0.83007,0.22362,0.15914,0.16568,0.18837,0.4471,0.29986,0.24477,0.23794,0.2651,0.77597,0.3144,0.21574,0.19412,0.19938,0.3785,0.28524,0.21851,0.20679,0.21034,0.27545,0.14552,0.1607,0.16367,0.16608,0.20529,0.30739,0.20443,0.19663,0.21165,0.29876,0.45819,0.20807,0.19458,0.20056,0.25409,0.32467,0.16992,0.16071,0.15734,0.15114,0.61301,0.27885,0.24242,0.24972,0.32607,1.5153,0.21956,0.17801,0.17607,0.19601,0.32554,0.26038,0.20838,0.19766,0.20267,0.42947,0.23072,0.18901,0.18239,0.1901,0.28957,0.25832,0.18827,0.1849,0.18871,0.26356,0.20803,0.17056,0.16709,0.16433,0.17496,0.36225,0.21524,0.203,0.20554,0.24535,0.38713,0.20769,0.1863,0.1916,0.23328,0.58662,0.18757,0.1818,0.18148,0.18898,0.41813
